cond_id,window,lli,lam_pe,lam_ne,pvs,v_peak,dqdv_peak,v_valley,dqdv_valley
b48627a9c2fc,11,0.02,0.0,0.06,-13.053543856948451,3.658681158473337,7.297894855026139,3.8486838727565686,4.8176860911907315
b4a79c285ae2,11,0.1,0.02,0.16,-3.7480145994517278,3.594198588613658,5.820237157831914,3.878504355714665,4.7546549920290175
b4fd87b44f22,11,0.2,0.18,0.04,-10.99127124993607,3.6074505873590406,5.2206136770046285,3.7239247827900543,3.9404142014042915
b579199a5716,11,0.1,0.0,0.0,-10.657645157179918,3.6362823312237893,5.269829863259865,3.7253298449578187,4.320793059753474
b5af8e9f9314,11,0.1,0.12,0.04,-16.267268352845814,3.6499954236240555,6.3618753718938805,3.759316123974303,4.58352620277536
b5c840aee640,11,0.12,0.02,0.08,-10.452195537306302,3.6251263972949683,5.376281878324721,3.7167850766926627,4.418247438568751
b669c49fb6a9,11,0.12,0.14,0.08,-17.648957192676296,3.6497110235617845,6.420596788409564,3.7608516257548485,4.459081057935911
b677c6801b39,11,0.14,0.02,0.18,-9.33406132110821,3.621356909036388,5.258831300362355,3.6983965606223084,4.539738468302563
b69928dc30a8,11,0.18,0.16,0.2,-8.718422697279312,3.6601011753884576,5.902049847224431,3.859747477747279,4.161448993311393
b6b8d1a0ae47,11,0.18,0.12,0.04,-11.25426978937663,3.628170531594228,5.00243959920342,3.7240834967062106,3.9230092135341
b6f6de3e73be,11,0.06,0.04,0.14,-19.554015114529722,3.6508966980505715,7.502698296322659,3.8196214294728104,4.203452347897232
b7218329f6c8,11,0.16,0.06,0.1,-10.170629837848164,3.6339075610723106,4.991620172125704,3.721238264330805,4.103411915804599
b72e156e0852,11,0.14,0.16,0.04,-7.31248209180118,3.566803658632357,5.761609894414617,3.755697434141672,4.380327543750037
b738fdf9798d,11,0.14,0.08,0.02,-11.699449591316059,3.620865926363785,5.392987290738892,3.721158717475002,4.219616836760817
b7bf3829ecbc,11,0.18,0.16,0.1,-7.078717445974656,3.5882294561364576,5.471197190070909,3.7485878400563664,4.33606550020875
b7eee08d7fd9,11,0.2,0.02,0.1,-84.63550755937165,3.579258118788187,6.622515252778084,3.619184621300966,3.243315447538518
b7efe6117b47,11,0.18,0.04,0.2,-8.612491662763265,3.6440755764198434,4.652126155427156,3.7169073188261614,4.0248633811682195
b7f7eb9c11fa,11,0.12,0.14,0.0,-7.875051626285439,3.571103195025381,5.911987863632592,3.7526876553448583,4.48200086408553
b8455611247a,11,0.16,0.12,0.1,-7.165893968968678,3.597683906248643,5.545019316939812,3.742402580494411,4.507980641964922
b8cce384838c,11,0.1,0.0,0.2,-5.672776509073216,3.6834915768248555,5.7548611541866785,3.868139852014483,4.707392756250072
b8e9ffbb1351,11,0.2,0.16,0.14,-6.792352464882051,3.5980361846196374,5.271753510975879,3.743335376090912,4.284830189640599
b8eee4d4206a,11,0.1,0.16,0.06,-16.087554230219876,3.637853143028489,7.197361510514963,3.8293033278666138,4.117396279546009
b92da3b41f50,11,0.04,0.08,0.04,-19.080571388096043,3.6410927878854693,7.759873605502487,3.8228429965937067,4.291975773443608
b979594024bf,11,0.16,0.14,0.16,-6.765606226468226,3.6602298833689084,5.821819367077558,3.8772752354766338,4.353375981431543
b99b84ee4cf5,11,0.12,0.12,0.16,-16.34703970605508,3.6479120647461425,6.968868018544778,3.827288358622794,4.036596620218152
b99d7027d04c,11,0.16,0.16,0.06,-7.3867269145250445,3.578855945437766,5.6363844160808165,3.7514012125679215,4.361839647396585
babbb6fced71,11,0.04,0.04,0.1,-20.79795290591795,3.646748233384518,7.774462873272582,3.816888581898506,4.235891917482196
bad1136d6817,11,0.0,0.06,0.1,-36.08391004339763,3.614354572837164,8.964151667249755,3.756524137728168,3.834117876813778
bb1e26d3b69b,11,0.14,0.12,0.06,-7.419075041050086,3.5884684952987973,5.737770217381402,3.748410543937329,4.551148156312851
bb2440bddd95,11,0.18,0.2,0.18,-13.20585807580286,3.644760883785224,6.426323916369418,3.8385168021741896,3.8676107567778955
bb2e94535bbe,11,0.14,0.08,0.06,-10.598783754985634,3.610725353208718,5.523865201492423,3.7133086945086857,4.436606550190176
bb39780566aa,11,0.0,0.04,0.18,-42.7334918701507,3.6077562648346744,9.274138103808129,3.725044496534577,4.262002407995987
bbb87caa1e7b,11,0.08,0.02,0.04,-7.213275114263121,3.5995205935651295,6.013017903479008,3.740477332705856,4.996258164847527
bbe13946b1a0,11,0.16,0.04,0.12,-9.139708783796737,3.6408301757943904,4.809025169462491,3.7219377589144664,4.067725479587408
bc83ea522f6c,11,0.16,0.02,0.16,-8.576806053792051,3.646776990272176,4.7178935562777085,3.7207135816199863,4.083753752009058
bcbbc3d7a808,11,0.0,0.06,0.04,-28.72001656221159,3.625343165904619,8.614425298958544,3.7898040064084704,3.891107235852691
bd0c03f31beb,11,0.1,0.04,0.06,-7.375192175789277,3.60262884354455,5.879302807916879,3.7376401026324957,4.883568826248003
bd1f6477541d,11,0.04,0.08,0.0,-12.776491153276488,3.645707908540447,7.347445398295668,3.8526135756386966,4.703916973052114
bd3d00471c8b,11,0.1,0.08,0.06,-4.198275422470691,3.578262435903505,5.98848496629891,3.8973813885576973,4.648735710526226
bd825874fb78,11,0.04,0.08,0.2,-40.44439239396187,3.6100775607724653,8.861410957608607,3.7305825004037265,3.9876618937511923
bd930ad24d79,11,0.18,0.12,0.06,-10.953680261855098,3.621397189673335,5.092409053021472,3.7221643590334565,3.988637698958496
bdbd7aa285af,11,0.14,0.18,0.18,-24.09676836068705,3.6303463654110697,7.3658280074398075,3.794345677876826,3.4139745636405396
bf1baa95ed56,11,0.14,0.1,0.04,-9.29793071813293,3.604540345932139,5.633484361188178,3.7306013938794975,4.461377471118405
bf6e023ff658,11,0.04,0.02,0.16,-27.10020197286926,3.645440646567002,8.1141674379904,3.7992067580871796,3.9470747592108477
bfac948b83a3,11,0.14,0.12,0.14,-6.947135364044772,3.6601059382092416,5.96412123307953,3.8773435502988,4.454942135731518
bfb2b4740a54,11,0.1,0.16,0.2,-33.30690056904686,3.6089066043231712,8.120129618774692,3.7465488337095865,3.53569357049942
bfde1cf326cd,11,0.18,0.02,0.08,-106.35783884937248,3.563985681448395,7.236884367392427,3.599173555224576,3.494378158853279
c03439c4f092,11,0.2,0.12,0.12,-10.06112613099817,3.628413721253249,4.85819881595486,3.722338436157939,3.91321041248073
c0a0a8ebcc43,11,0.14,0.2,0.04,-18.14850532780072,3.642106753129721,6.323325686917059,3.7610188621031546,4.165248643672677
c0f15305aec7,11,0.02,0.02,0.18,-37.56399498973248,3.6296064206748526,8.870637770844867,3.764201494239135,3.8147091018334947
c1325a214268,11,0.16,0.1,0.1,-8.208846158673287,3.607538103851857,5.426168240813612,3.729251767102273,4.42703950378238
c1715e3f1107,11,0.04,0.1,0.1,-30.89044747371207,3.621526267772992,8.42554409651572,3.7762745022635453,3.645301887335605
c19b7cd679b0,11,0.06,0.1,0.16,-32.859199667963935,3.62027254811007,8.41168265336307,3.766708657227776,3.599909305264614
c1da74724986,11,0.18,0.2,0.0,-9.11383200641113,3.5853492705176024,5.52198296899624,3.7427163110560997,4.087766198182286
c1eefe233a09,11,0.08,0.12,0.08,-18.638601608973058,3.639889871427217,7.46585021852579,3.821338272813782,4.083905752496571
c245abdf6bcd,11,0.14,0.14,0.02,-8.035305814418209,3.5827565751847033,5.774722592145599,3.7479610381787767,4.447254210081483
c24d7d337f3b,11,0.2,0.2,0.1,-7.166577133298677,3.580867716165559,5.3696711584886945,3.7508273910733996,4.1516420387112865
c27ef1deca56,11,0.18,0.18,0.16,-7.3316375602209,3.654401289913692,5.840093373069933,3.876736275987911,4.210013838217
c296e1d570b7,11,0.18,0.08,0.2,-8.975350481001065,3.618626636897922,5.115437039159639,3.698733075934175,4.39645367302432
c2bff8ad6ed2,11,0.02,0.06,0.18,-41.058143143715384,3.6114749491661264,9.030367310683733,3.7332526387896627,4.030401498409636
c2e8442aa1f3,11,0.18,0.16,0.08,-7.750589874220924,3.594445724423921,5.459355009007605,3.744914038379709,4.293136818470782
c30967873ae1,11,0.0,0.06,0.0,-23.591289185140962,3.633726360898099,8.304748898846425,3.807746806182645,4.199382250011706
c3439418bb34,11,0.04,0.1,0.2,-39.99649280704491,3.6001399155962166,8.826057445399535,3.7148599962666826,4.237656564039629
c34686bca3e6,11,0.14,0.2,0.14,-21.79913630919487,3.6283802724594647,7.236571926726405,3.800337460203462,3.488053751749197
c35a17f51c58,11,0.16,0.02,0.04,-105.65888418335349,3.5513409871515034,7.677772982891268,3.5886921590261176,3.7312898396788725
c3aef437093a,11,0.16,0.18,0.02,-7.983378797230717,3.576212585160722,5.659454534450866,3.7515023482935055,4.260049956085008
c3c2256aa82d,11,0.1,0.06,0.0,-9.221116575320854,3.6015537066023615,5.913690462335187,3.7335319714295743,4.69670349695489
c49adee9b1ae,11,0.18,0.06,0.0,-103.80517950495779,3.5507049966399595,7.493326802840405,3.5871801244421535,3.7070196138673834
c6171698c9aa,11,0.2,0.18,0.02,-11.36596884828948,3.611014790511674,5.154360382673528,3.7262523094954974,3.8445743317492225
c65536310aa8,11,0.18,0.04,0.1,-119.12970012563437,3.550086875882319,7.474518248236291,3.5824334996023266,3.62107466439505
c67fe6657d30,11,0.16,0.08,0.02,-9.929350799747844,3.6387767299930274,4.875928762217897,3.72973821341915,3.9727402840144745
c6a957deac46,11,0.2,0.06,0.02,-87.00792512482325,3.5650207459413643,6.962965339495713,3.605471079598691,3.4434657373649284
c6cd1ca1d9e4,11,0.14,0.1,0.16,-6.131925271272348,3.6649822465031523,5.788505423625671,3.8764124581066026,4.492031165984014
c7360d8efe8a,11,0.16,0.14,0.06,-7.7959959319873375,3.5918428511873355,5.5967906191850565,3.7449063795699336,4.403507974578694
c78c37df12f8,11,0.08,0.12,0.06,-15.144222240297296,3.6428144242525713,7.2642157499092335,3.8381091964417875,4.306628317507512
c7c1ecd7a2de,11,0.2,0.16,0.06,-10.73037160127785,3.6145214148449365,5.091565358442057,3.7252296681331827,3.9036246613307846
c7fdba3b2333,11,0.2,0.08,0.08,-117.77737438272409,3.5518582786674724,6.5648830996451775,3.5768292803250707,3.623864088706592
c8094c3b8990,11,0.08,0.02,0.2,-17.312367846498226,3.661519020481082,7.041548767150715,3.8239213958451774,4.229979105702412
c859fd84a354,11,0.1,0.1,0.1,-10.3606674292228,3.653093777481227,6.639796383249195,3.857923606582826,4.5176226443429846
c86a89485110,11,0.02,0.06,0.14,-36.39493907068983,3.6190381297956735,8.847935904425611,3.758162264328518,3.784521504840275
c936f5dfb98d,11,0.14,0.18,0.02,-14.773849017779085,3.6520430438849996,5.825279803708185,3.756405552121093,4.283443863911417
c9377f182512,11,0.06,0.08,0.16,-31.691390750449248,3.6305407212341807,8.277183738552289,3.7765575573138364,3.6497071302076254
ca1210ab9fd2,11,0.12,0.14,0.14,-17.603982617517204,3.644779040793985,7.083593676061852,3.822170368431374,3.960799827834952
ca4a3141ad1c,11,0.14,0.2,0.12,-18.87081999094732,3.6316889551936313,7.071330361792457,3.811319582564072,3.681553127823932
cb2c2642fc6a,11,0.14,0.18,0.2,-27.466377763148785,3.626093034109908,7.519238343684081,3.7791905001305377,3.3142055073806245
cb7a411c469d,11,0.18,0.18,0.1,-6.822126430802105,3.575009302264003,5.4929489516479775,3.7546219742502682,4.267608594783487
cba3e0f5f84a,11,0.12,0.18,0.04,-20.59098214905528,3.6434413925163565,6.666108917133724,3.761567023259892,4.233786163147686
cc00d71c59fc,11,0.08,0.0,0.08,-3.2132857704178703,3.603151381555827,5.9412529463186905,3.8977125152727687,4.994743846827886
cc034633195e,11,0.16,0.04,0.2,-9.122025685551423,3.622703653855896,5.114013998222605,3.7000737249035103,4.40824222283333
cc5205946e3b,11,0.1,0.1,0.04,-4.263610659249277,3.5696542820172588,5.99835560567668,3.899706255676665,4.591142492676174
cc5b2e03375d,11,0.2,0.2,0.18,-7.151256464127252,3.654246925573247,5.695871693699569,3.876425119890281,4.107018445401759
cc6741601d0b,11,0.12,0.08,0.04,-8.110372856231756,3.5980622883271645,5.801382348157208,3.737913981608973,4.667132971066379
ccc68de70b31,11,0.0,0.04,0.16,-41.67031130273907,3.6128349410070566,9.201182521062387,3.7358636746234746,4.074536892084491
cced39a86cb1,11,0.04,0.08,0.08,-25.634430514647512,3.632806664609662,8.130478295979788,3.797889955360966,3.898662150086133
cd2b8a793bca,11,0.08,0.1,0.02,-16.621484153776894,3.6504469495637957,6.506135969665754,3.759845640127325,4.687767368020113
cda5f38bcf72,11,0.14,0.08,0.2,-7.09125443673018,3.6705068128391796,5.832718540141585,3.8657578860277235,4.448143501116993
cdde4ab66147,11,0.08,0.12,0.02,-20.242801058001863,3.6477941351868557,6.841515975579901,3.7607708689983284,4.554550428851427
cdff59ad76d3,11,0.1,0.0,0.14,-3.226587209939052,3.6085543025072995,5.723129950183724,3.897093974528197,4.7921315348810865
ce34fd682f12,11,0.02,0.04,0.06,-22.00784918811086,3.6429244224213777,8.025128890077763,3.8138617286739755,4.26316643344867
ce97edc5b4d7,11,0.08,0.06,0.14,-15.644225386170582,3.653833024505525,7.11318334331125,3.83288384124241,4.312072010701491
cebf600a2d26,11,0.08,0.1,0.12,-21.369849048488547,3.641237700921556,7.58249048091555,3.811002916630858,3.9546334475236713
cef62123a70f,11,0.08,0.06,0.12,-12.43091622357316,3.658550930512213,6.866266496240653,3.84795657418441,4.511780807479621
cf06680d2e2a,11,0.16,0.18,0.04,-7.67483223582832,3.572680210209224,5.645500049730212,3.7515035898108984,4.273060611443516
cf29295f4dc2,11,0.14,0.12,0.0,-9.824139428394423,3.598993873739797,5.686335688804562,3.732846040389777,4.371353340842472
cf3a9acdb2da,11,0.04,0.06,0.0,-19.718709924829696,3.651025585045316,6.9969786407197425,3.758764263868943,4.87251088531225
cfe5ef5a5dc5,11,0.06,0.0,0.1,-6.037614960788278,3.6699699202917957,6.182617083633925,3.8773936551930968,4.930272438571248
cfe9959eca21,11,0.18,0.14,0.1,-7.9671134092148685,3.6013002116261186,5.390447924617841,3.735628466661367,4.320239482690078
d064dc3c3ef9,11,0.04,0.02,0.0,-4.489756818884781,3.5781386719793624,6.384963066552136,3.8979517112340822,4.949080292789992
d0f225abeb7a,11,0.16,0.16,0.16,-9.876269139375927,3.655196760169715,6.208024073424695,3.8571872245925958,4.213111883196785
d1030fce3a34,11,0.2,0.16,0.16,-6.134650409394776,3.594578986583069,5.2859469806823345,3.749945680777606,4.332826626535503
d10a1a4bebad,11,0.08,0.14,0.18,-33.778166736424936,3.6104553372178243,8.290669069881503,3.749544159211869,3.5925036493937403
d11652df55bc,11,0.02,0.04,0.04,-18.423883105183016,3.644650126660259,7.808926312516512,3.825351128180781,4.479712183512917
d120d7e468e5,11,0.02,0.06,0.1,-32.00318996629107,3.6266210797733587,8.59745515176331,3.777370186260014,3.773002859622239
d1db96e3bf9f,11,0.1,0.12,0.18,-27.56607663103751,3.632910043009075,7.809723710019857,3.7875547262422042,3.5467765214328906
d216fc0c5f75,11,0.18,0.16,0.02,-10.829258737616714,3.6077396314097543,5.361365918513023,3.7278746691412152,4.060392511465686
d25742218018,11,0.18,0.06,0.02,-114.14307805383889,3.551073062865713,7.389880732695753,3.5832547922582783,3.7165590827326307
d2851841b24c,11,0.2,0.04,0.14,-109.47281153396574,3.559055535704231,7.143674761478721,3.593190900866647,3.4067803644104666
d288b2174909,11,0.14,0.06,0.1,-10.427339289540983,3.6162357018968407,5.445685211753848,3.70833216487991,4.485364144862732
d29812f475d3,11,0.2,0.18,0.16,-3.760852251162137,3.581231366982187,5.327137553211699,3.899591625968525,4.129831656522369
d2fb089a0550,11,0.04,0.1,0.06,-25.597441492347503,3.628197610320309,8.159323429816226,3.797486318483916,3.825965627283211
d30ee9fa080a,11,0.14,0.18,0.0,-7.613976428775785,3.5611670254872623,5.768125540338114,3.7564266455113335,4.281423395983119
d3424cdb7919,11,0.06,0.04,0.04,-6.338362817210644,3.660756489575743,6.324304689770066,3.888604627468176,4.880120524581986
d3470129fe17,11,0.2,0.04,0.2,-122.28730273074576,3.5510417658993747,7.3370210348905225,3.583233837731089,3.400339401275783
d3549b8bf606,11,0.08,0.04,0.02,-7.483238841660514,3.5941408982094387,6.0929001760044486,3.7476205554538318,4.944375243508464
d3a2a9a929ff,11,0.1,0.1,0.02,-4.182603481079103,3.5734452034938657,6.019430878613414,3.8998792668310607,4.654086628956466
d3ddb26ba33d,11,0.18,0.14,0.18,-3.625302148623979,3.5858617708183598,5.4059817711549085,3.8923362115757785,4.294919322578706
d3ee21635ff5,11,0.2,0.0,0.02,-52.72182044114506,3.607579806380712,5.685626187140211,3.6571648741841694,3.071411145844321
d3fc993fbac8,11,0.12,0.0,0.1,-10.307249188989216,3.6343628081625594,5.210032046253294,3.7170407301066932,4.357850102347307
d40118730ed8,11,0.1,0.02,0.18,-6.596958431584432,3.6754883725754675,5.937624606513524,3.865738054445401,4.6825553635954105
d442b971422f,11,0.08,0.12,0.16,-30.749954717441735,3.625189015741901,8.12681053438504,3.774943291514491,3.521873335634608
d4aa6ae0bb9a,11,0.14,0.1,0.12,-3.8749421792906613,3.5870944684623076,5.688786415315996,3.8983435608860333,4.482714178817364
d4d6854cfaeb,11,0.12,0.0,0.04,-9.064526843842229,3.646654128753185,4.924084605603079,3.726081921383354,4.204109247159779
d5580fc6193d,11,0.0,0.04,0.06,-29.50439799147161,3.631397727428042,8.60321407423695,3.788941558265835,3.954978188097634
d56f1a8a5e37,11,0.2,0.12,0.04,-6.780493972278281,3.5859897865172288,4.571797139111814,3.709188594260293,3.736448365818095
d5a6e406679e,11,0.16,0.1,0.12,-7.184384737469334,3.6040612862618358,5.4620541747383315,3.7331812010399457,4.534407029703138
d5b1adb0f640,11,0.14,0.12,0.2,-15.07276455480005,3.653162937475719,6.683281058801895,3.831007116928098,4.002677614474576
d5bdde634661,11,0.06,0.0,0.04,-3.666217595690904,3.594956842566124,6.163393084183178,3.8969090032598643,5.056370759590899
d605fcb27240,11,0.16,0.0,0.06,-102.3200066363498,3.5601445660552615,7.495974012912084,3.598062002493311,3.616261664937492
d63ffd077fab,11,0.16,0.1,0.08,-10.697173519534516,3.6139706309886472,5.3784865642891555,3.713918545090401,4.309326384227166
d79c9ee6caab,11,0.06,0.04,0.16,-23.305471545202455,3.6469631163570764,7.741887538878324,3.807118103467283,4.0094000439591335
d7b2adfb2714,11,0.16,0.12,0.0,-11.60642154291068,3.6182662345622862,5.316806644655858,3.7270950876322875,4.053693099893935
d7cfa8141f95,11,0.14,0.08,0.1,-7.176942910939455,3.603482893003524,5.601321243049332,3.7357098347264817,4.6523360310155475
d7d333e8cdbd,11,0.14,0.1,0.06,-8.06946055129764,3.600990282781102,5.660568625325492,3.7382841288067965,4.552681350885218
d89f74ff2325,11,0.08,0.08,0.06,-8.30168832916075,3.6523883560388604,6.560590773826386,3.8743209667433973,4.718175409680355
d8c3e534cf9d,11,0.18,0.04,0.02,-100.58439268020989,3.5598036943254385,7.309501843708393,3.596813976932757,3.5868450447283347
d8ef914a3335,11,0.1,0.12,0.14,-21.17611394947874,3.6405670136667663,7.437598809763324,3.8098710949178933,3.8523962930776507
d913e8f246d9,11,0.2,0.16,0.04,-11.17934111723817,3.6211954128439228,5.015102041834647,3.727413492311676,3.8276538986467195
d934e437d019,11,0.2,0.08,0.16,-8.186539846524443,3.646628605640495,4.495870531575125,3.725127857721332,3.8532332764929866
d96153be7e9c,11,0.06,0.06,0.12,-20.611208610281135,3.646288671848279,7.63059970479345,3.8159625799056625,4.133415390101058
d99e07eb7fe9,11,0.16,0.0,0.04,-99.40549021655941,3.5636664405928906,7.407053044986218,3.601988018689913,3.5976777883795275
d9e67f35e76c,11,0.18,0.2,0.16,-10.393696018171617,3.649946934824343,6.208333095959407,3.8571680822436103,4.054539481146817
db3240464948,11,0.2,0.18,0.0,-11.467785285577135,3.614668939015065,5.079388898221655,3.728488036992027,3.774135921223788
db3560ff135d,11,0.18,0.08,0.16,-10.051555841587577,3.6273097901053317,4.996299445925493,3.7115236424349347,4.149819206599278
db4637e0c0aa,11,0.06,0.12,0.12,-30.601418335323036,3.6202704244456987,8.262810066445759,3.7738492899329925,3.5630789562047758
dbbd78a24a45,11,0.18,0.04,0.0,-97.49688839371281,3.563274328811935,7.207183810437829,3.6005805152737556,3.5699467125746556
dc1ded342be8,11,0.16,0.04,0.08,-79.34809688873767,3.5505069605429815,4.9676292654924366,3.5651191037002548,3.808183514497016
dcbf69334e5e,11,0.18,0.0,0.14,-105.25955004874044,3.5662873813028195,7.148792932798833,3.601933438751665,3.396704964721801
dccebf565f24,11,0.12,0.06,0.08,-7.154698545479513,3.603090085125009,5.736824520776403,3.73841777653911,4.768595683852835
dd67ee9ed9cc,11,0.12,0.12,0.2,-23.71987371575552,3.6407056524670045,7.411162089929433,3.7995479893875563,3.643441917458453
dd908f320c82,11,0.16,0.06,0.02,-6.56872428485171,3.5882951015552846,4.706448466435963,3.7082433897424893,3.9185412328942797
dd9dbe383203,11,0.12,0.08,0.02,-9.276016931898164,3.6015911815600803,5.77292050491736,3.7302395922637928,4.5795756689679346
ddb1823dd4db,11,0.2,0.06,0.2,-81.01581142156418,3.5516145667722183,4.967190888854444,3.570019940418133,3.4760646084135947
de0321904fc5,11,0.16,0.12,0.08,-8.147410086765916,3.6011661058418047,5.529420736403081,3.7352000089608763,4.437391562162151
de7d4001fb05,11,0.2,0.12,0.16,-9.746222202796453,3.6184383904430453,5.009060754218788,3.71143949789484,4.102651295887448
deafd8e300b6,11,0.16,0.16,0.04,-7.992271988533395,3.585187348186097,5.639001577149928,3.747709352484576,4.340081514674891
df1642fcf37e,11,0.04,0.04,0.18,-34.21875336836064,3.631653032822165,8.56590680496427,3.7729519235304547,3.730834912594359
df454689aa75,11,0.08,0.14,0.1,-25.079980774223305,3.626328274645505,7.848682332225528,3.7945221178527047,3.630383978246232
df8230c1e61a,11,0.12,0.16,0.08,-19.745305892755976,3.6434488565674243,6.761679110850428,3.768539220347434,4.291731613778012
df82704b8d52,11,0.14,0.16,0.16,-17.390865299762954,3.6441355887656703,6.935837948010122,3.8212608501338536,3.8554763863707397
dfc2dec39368,11,0.0,0.02,0.0,-15.125522268723813,3.6481364069925375,7.735244756748013,3.842615494563863,4.79364698688684
dfd585336970,11,0.1,0.12,0.06,-17.998022683666374,3.6500552089403993,6.564953069987124,3.7613007448293994,4.562753391600278
dfe652493b53,11,0.1,0.16,0.12,-25.138290515637927,3.627438835806224,7.691219361488402,3.792805950780176,3.5341727835402996
dffe2a046e5d,11,0.14,0.04,0.06,-10.55530654540335,3.63690011982219,5.050325018725154,3.7217826500591475,4.1543638917246
e0182770a257,11,0.0,0.06,0.12,-38.36039797418505,3.6111579132871725,9.052270924569982,3.744510791964945,3.936801427487406
e02627a6c124,11,0.12,0.04,0.06,-11.160885518855373,3.619165158721648,5.53358705605061,3.7129670527661927,4.486674855167646
e05ae3b1f9c7,11,0.0,0.04,0.2,-45.688065405141586,3.6040836031951287,9.33384570859862,3.7105236803739423,4.470804500724664
e0de6a198fa0,11,0.2,0.18,0.12,-7.008248559392427,3.590969315983447,5.334579603604384,3.7487093024646665,4.229098570588795
e11308236e90,11,0.16,0.06,0.04,-6.141677613251171,3.5847991754646236,4.727260364107856,3.7068789586173043,3.977485692888479
e128ef01f628,11,0.18,0.1,0.16,-9.281851922702828,3.61385987277525,5.206552811329688,3.704481826038771,4.365413260191589
e25077299c83,11,0.18,0.14,0.0,-11.602317931115934,3.621968748871222,5.078776342247296,3.72536113524882,3.8791850038376254
e2a649bfc357,11,0.04,0.0,0.1,-11.955802781763868,3.6639576150782167,6.982156899568717,3.84894392741678,4.770497031923082
e2c6d22a1826,11,0.18,0.0,0.08,-91.36932646995557,3.574844935985878,6.86931214513689,3.6132999285913137,3.355705371371096
e2cce3e1e754,11,0.18,0.14,0.12,-6.995546222449073,3.5978487571350017,5.41042080810952,3.742853661358979,4.396032298128887
e38b9f253432,11,0.1,0.14,0.14,-25.293741947558637,3.6323370992795487,7.6767996694422616,3.793292616885223,3.605632342088606
e398912b25e5,11,0.2,0.14,0.02,-6.009379946449704,3.5764636676156796,4.671638708859029,3.7321350353316705,3.7361503134701555
e3ee1fc959aa,11,0.18,0.12,0.16,-5.925207196476332,3.6008407674529543,5.347108216348118,3.743760300914164,4.500280368166719
e416fceef7c3,11,0.08,0.14,0.06,-19.609203073403073,3.633884241405208,7.527840544222253,3.8140262732917742,3.995398858903123
e448e7904e0d,11,0.18,0.02,0.04,-95.36924030779336,3.5690508848441658,7.0681625916089095,3.6068609059877077,3.4622495991277114
e4c1926fac12,11,0.18,0.04,0.14,-106.00215864203851,3.551796546195868,6.140470714898126,3.5756581172607076,3.6110926734347286
e4e544f728b3,11,0.02,0.08,0.14,-37.79915785753308,3.609718414891856,8.879327023484437,3.741854985388721,3.884675936520393
e51b3f469088,11,0.06,0.04,0.08,-9.949815736327817,3.659717961447594,6.765658209002871,3.8604056059232725,4.768853125912203
e549bd5da233,11,0.08,0.0,0.0,-11.625386762064652,3.6187961623901694,5.765617032518926,3.7169658945220645,4.62435592815736
e5814eadd92f,11,0.2,0.1,0.02,-14.347394209846199,3.551742264091137,6.136142443465225,3.724636380675798,3.6555623962619874
e583c126647b,11,0.12,0.08,0.12,-3.873889843201861,3.5819976090582717,5.808273631400296,3.8921239725615817,4.606878261715695
e610dd024464,11,0.18,0.14,0.02,-11.269968129244551,3.618268495303516,5.167662944824815,3.727291623636531,3.9389757631611975
e6441253a7ca,11,0.1,0.08,0.02,-7.49565014492951,3.585783723661141,6.007522069772507,3.7517497702901283,4.76349864830456
e65e6103852a,11,0.18,0.2,0.06,-7.372537851396832,3.5719948886266297,5.5154090153430015,3.7546547514614623,4.168742262662245
e697d122b3d4,11,0.12,0.18,0.2,-32.01994835241085,3.613532389869777,7.868775359910292,3.7539952496610325,3.371161843962368
e6a7e3f92640,11,0.06,0.06,0.2,-34.02072026903708,3.630749938484942,8.414016633567824,3.770803410417613,3.649296642238984
e6b30c49c42c,11,0.1,0.04,0.04,-8.54905302724395,3.606434686840366,5.850616038536536,3.730684846943543,4.788394831170926
e6dcece35559,11,0.04,0.04,0.16,-31.40086022358763,3.635370772886456,8.386500871960614,3.782042942431886,3.7808685773742243
e74cb51fa01e,11,0.16,0.16,0.2,-16.154646800374906,3.6494384500020605,6.679002853995638,3.82586227190897,3.828938323917272
e7603fa4b62b,11,0.14,0.2,0.0,-16.5098238326388,3.6456406340401806,5.964253200848151,3.7533826809618556,4.185450986803393
e760f1f490f1,11,0.14,0.14,0.06,-7.136304197741639,3.575702779596366,5.756811329715132,3.755146075773074,4.4762493819526945
e76ecf221c82,11,0.16,0.2,0.18,-21.094293406549415,3.6349196850482492,7.052933134731548,3.804862140173909,3.468117124081526
e78c1b1a8eba,11,0.2,0.16,0.18,-3.5242689125689193,3.5880885265364686,5.283476149124651,3.898219321855756,4.190491828350612
e7c123258f8d,11,0.14,0.06,0.0,-10.649238731160041,3.6351193529864814,5.035132761546737,3.725137777520428,4.076505068481823
e7c19da1af17,11,0.14,0.14,0.1,-6.332663567164965,3.6551296981734573,5.918678410326231,3.8906881601950336,4.426965919944783
e7cbdb124abf,11,0.2,0.0,0.04,-61.038288998804994,3.603299523775703,5.808468306409153,3.648041822675772,3.0774749356758275
e80168422c15,11,0.08,0.04,0.1,-6.7085720134068065,3.663920191098056,6.2217232863084355,3.8761381970873625,4.7980435105875765
e84fdc23cf7a,11,0.16,0.06,0.2,-2.858992629620809,3.6118103313355956,5.2996172302168345,3.898752822836638,4.479250761890323
e8dbca8ebdc7,11,0.2,0.1,0.08,-6.029776055189459,3.5892372934900765,4.4670740213687665,3.7090111894389346,3.744864251539588
