case_id,block,d_am_p_um,d_am_s_um,ps_frac,ps_label,d_se_um,am_pct,rve_um,loading_mAh_cm2,pressure_MPa,e_se_gpa,thickness_est_um,phi_am_est,phi_se_est,se_percolation,d_am_max_um,sv_inv_um,r_AM_P_um,r_AM_S_um,r_SE_um,size_ratio_P_over_S,size_ratio_AM_over_SE,n_am_p_est,n_am_s_est,n_se_est,n_total_est,rve_min_um,rve_recommended_um,rve_over_d_am_max,thick_over_d_am_max,finite_size_flag,phi_se,phi_se_status,phi_am,phi_am_status,coverage_AM_P_hertz_pct,coverage_AM_P_hertz_pct_status,coverage_AM_S_hertz_pct,coverage_AM_S_hertz_pct_status,coverage_AM_total_hertz_pct,coverage_AM_total_hertz_pct_status,tortuosity_dijkstra_SE,tortuosity_dijkstra_SE_status,porosity_sphere_pct_RECORD_ONLY,porosity_sphere_pct_RECORD_ONLY_status
lhs00_107,mono_AM_S,,2.0000,0.0000,0:10,1.5000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,2.0000,0.5000,,1.0000,0.7500,,1.3333,,12427.7516,3721.0578,16148.8094,,50.0000,25.0000,14.3532,se_BELOW_phic,0.06238089606566824,OK,0.493971977904683,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,4.952984184681662,OK,,NOT_PERCOLATING,44.364712602964865,OK
lhs00_108,mono_AM_S,,3.0000,0.0000,0:10,2.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,3.0000,0.3333,,1.5000,1.0000,,1.5000,,3682.2968,3314.0671,6996.3639,,50.0000,16.6667,10.7612,se_BELOW_phic,0.12898072863776708,OK,0.48363396065113845,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,11.596092213363834,OK,,NOT_PERCOLATING,38.73853107110944,OK
lhs00_109,mono_AM_S,,3.0000,0.0000,0:10,2.0000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,3.0000,0.3333,,1.5000,1.0000,,1.5000,,3682.2968,12782.8302,16465.1270,,50.0000,16.6667,17.2341,,0.40899317977964905,OK,0.3976242631003413,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,39.35620831818209,OK,1.413579612260877,OK,19.338255712000972,OK
lhs00_110,mono_AM_S,,2.0000,0.0000,0:10,2.0000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,2.0000,0.5000,,1.0000,1.0000,,1.0000,,12427.7516,7456.6510,19884.4026,,50.0000,25.0000,20.3896,,0.2595768049019494,OK,0.43265120538215,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,20.130624621580267,OK,,NOT_PERCOLATING,30.777198971590035,OK
lhs00_111,mono_AM_S,,5.0000,0.0000,0:10,2.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,5.0000,0.2000,,2.5000,1.0000,,2.5000,,795.3761,1569.8213,2365.1974,,50.0000,10.0000,5.7413,se_BELOW_phic,0.06377053916097426,OK,0.5051885865061257,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,4.476657343288527,OK,,NOT_PERCOLATING,43.10408743329,OK
lhs00_112,mono_AM_S,,2.0000,0.0000,0:10,1.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,2.0000,0.5000,,1.0000,0.5000,,2.0000,,12427.7516,26512.5368,38940.2884,,50.0000,25.0000,16.1418,se_BELOW_phic,0.1292776312548246,OK,0.48480695706616056,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,11.445139738083366,OK,,NOT_PERCOLATING,38.591541167901475,OK
lhs00_113,mono_AM_S,,4.0000,0.0000,0:10,1.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,4.0000,0.2500,,2.0000,0.5000,,4.0000,,1553.4690,42108.1467,43661.6156,,50.0000,12.5000,9.0704,,0.20182230859970846,OK,0.47676975293968343,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,18.744064880736442,OK,,NOT_PERCOLATING,32.14079384606079,OK
lhs00_114,mono_AM_S,,5.0000,0.0000,0:10,1.5000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,5.0000,0.2000,,2.5000,0.7500,,3.3333,,795.3761,23566.6994,24362.0755,,50.0000,10.0000,9.1753,,0.3461625207323267,OK,0.43283501334095514,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,40.66721289007377,OK,,NOT_PERCOLATING,22.100246592671812,OK
lhs00_115,mono_AM_P,15.0000,,1.0000,10:0,2.0000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,15.0000,0.0667,7.5000,,1.0000,,7.5000,29.4584,,7456.6510,7486.1093,50.4576,50.4576,3.3333,2.7186,thin+n_am_p_low,0.26693205084585464,OK,0.45322763194497523,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,24.104333737208265,OK,,NOT_PERCOLATING,27.984031720917002,OK
lhs00_116,mono_AM_P,11.0000,,1.0000,10:0,2.0000,80.0000,50.0000,2.0000,300.0000,1.3500,40.7792,0.5106,0.3064,OK,11.0000,0.0909,5.5000,,1.0000,,5.5000,74.6972,,7456.6510,7531.3482,31.6868,50.0000,4.5455,3.7072,,0.27703503835655574,OK,0.46338845013309615,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,31.529347911645235,OK,,NOT_PERCOLATING,25.9576511510348,OK
lhs00_117,mono_AM_P,10.0000,,1.0000,10:0,1.0000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,10.0000,0.1000,5.0000,,0.5000,,10.0000,99.4220,,26512.5368,26611.9588,27.4656,50.0000,5.0000,3.2284,se_BELOW_phic,0.13152466104011684,OK,0.4972388984919921,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,10.36028060244362,OK,,NOT_PERCOLATING,37.1236440467891,OK
lhs00_118,mono_AM_P,6.0000,,1.0000,10:0,2.0000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,6.0000,0.1667,3.0000,,1.0000,,3.0000,460.2871,,12782.8302,13243.1173,12.7649,50.0000,8.3333,8.6170,,0.41644233781310375,OK,0.40533764300591973,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,47.473377733462286,OK,,NOT_PERCOLATING,17.82200191809765,OK
lhs00_119,mono_AM_P,11.0000,,1.0000,10:0,2.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,11.0000,0.0909,5.5000,,1.0000,,5.5000,74.6972,,5263.5183,5338.2156,31.6868,50.0000,4.5455,3.2983,,0.20083835218085244,OK,0.4760801791996009,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,17.122128342648097,OK,,NOT_PERCOLATING,32.30814686195467,OK
lhs00_120,mono_AM_P,10.0000,,1.0000,10:0,1.0000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,10.0000,0.1000,5.0000,,0.5000,,10.0000,99.4220,,42108.1467,42207.5687,27.4656,50.0000,5.0000,3.6282,,0.20295326077058304,OK,0.4821773319013163,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,18.11180136615469,OK,,NOT_PERCOLATING,31.486940732810076,OK
lhs00_121,mono_AM_P,8.0000,,1.0000,10:0,1.5000,70.0000,50.0000,2.0000,300.0000,1.3500,51.7022,0.4027,0.4143,OK,8.0000,0.1250,4.0000,,0.7500,,5.3333,194.1836,,30300.0421,30494.2257,19.6528,50.0000,6.2500,6.4628,,0.41155125029927997,OK,0.4016164327435081,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,47.115778785731266,OK,,NOT_PERCOLATING,18.683231695721204,OK
lhs00_122,mono_AM_P,9.0000,,1.0000,10:0,1.5000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,9.0000,0.1111,4.5000,,0.7500,,6.0000,136.3814,,7855.5665,7991.9478,23.4506,50.0000,5.5556,3.5871,se_BELOW_phic,0.13061312390636928,OK,0.4918686132142121,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,8.295175075274356,OK,,NOT_PERCOLATING,37.751826287941846,OK
lhs00_123,mono_AM_P,9.0000,,1.0000,10:0,1.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,9.0000,0.1111,4.5000,,0.5000,,9.0000,136.3814,,12558.5701,12694.9514,23.4506,50.0000,5.5556,3.1896,se_BELOW_phic,0.06335369666582426,OK,0.5059025943156522,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,2.45627425908966,OK,,NOT_PERCOLATING,43.07437090185237,OK
lhs00_124,mono_AM_P,6.0000,,1.0000,10:0,1.5000,90.0000,50.0000,2.0000,300.0000,1.3500,32.2836,0.6450,0.1720,BELOW_phic,6.0000,0.1667,3.0000,,0.7500,,4.0000,460.2871,,7855.5665,8315.8536,12.7649,50.0000,8.3333,5.3806,se_BELOW_phic,0.1327416863090175,OK,0.4983344843951206,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,10.24035818142439,OK,,NOT_PERCOLATING,36.8923829295862,OK
lhs00_125,mono_AM_P,7.0000,,1.0000,10:0,1.0000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,7.0000,0.1429,3.5000,,0.5000,,7.0000,289.8601,,79537.6104,79827.4705,16.0856,50.0000,7.1429,6.5538,,0.33972982973960236,OK,0.4246569506791942,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,37.40875038808462,OK,,NOT_PERCOLATING,23.56132195812034,OK
lhs00_126,mono_AM_P,5.0000,,1.0000,10:0,1.5000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,5.0000,0.2000,2.5000,,0.7500,,3.3333,795.3761,,3721.0578,4516.4339,9.7106,50.0000,10.0000,5.7413,se_BELOW_phic,0.06390087359731787,OK,0.505514702468483,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,3.20821559514669,OK,,NOT_PERCOLATING,43.05844239341992,OK
lhs00_127,mono_AM_P,12.0000,,1.0000,10:0,1.5000,85.0000,50.0000,2.0000,300.0000,1.3500,36.2815,0.5739,0.2431,OK,12.0000,0.0833,6.0000,,0.7500,,8.0000,57.5359,,12476.4879,12534.0238,36.1045,50.0000,4.1667,3.0235,,0.20304362958000607,OK,0.4831784296824955,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,20.072281922454415,OK,,NOT_PERCOLATING,31.377794073749865,OK
lhs00_128,mono_AM_P,14.0000,,1.0000,10:0,2.0000,95.0000,50.0000,2.0000,300.0000,1.3500,28.7064,0.7254,0.0916,BELOW_phic,14.0000,0.0714,7.0000,,1.0000,,7.0000,36.2325,,1569.8213,1606.0538,45.4969,50.0000,3.5714,2.0505,thin+se_BELOW_phic,0.0633386433701257,OK,0.5149460108970307,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,3.46716083024605,OK,,NOT_PERCOLATING,42.17153457328434,OK
lhs00_129,mono_AM_P,13.0000,,1.0000,10:0,1.0000,75.0000,50.0000,2.0000,300.0000,1.3500,45.8766,0.4539,0.3631,OK,13.0000,0.0769,6.5000,,0.5000,,13.0000,45.2535,,79537.6104,79582.8639,40.7103,50.0000,3.8462,3.5290,,0.335584364510607,OK,0.4263924244228738,OK,,N_A_PHASE_ABSENT,,N_A_PHASE_ABSENT,35.32733175344777,OK,,NOT_PERCOLATING,23.802321106651945,OK
