column	n_filled	pct_filled	verdict	class	why
se_se_cn_aug_std	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
se_se_cn_eff_area	163	100.0	✅ 쓴다(이름 주의)	NAME	L1-04 — c_cpl[22] 는 기하 교차 원판(πrδ−δ²/4), Hertz 탄성 아님. A_dem_geometric 로 부를 것
se_se_cn_eff_area_perc	157	96.3	✅ 쓴다(이름 주의)	NAME	L1-04 — c_cpl[22] 는 기하 교차 원판(πrδ−δ²/4), Hertz 탄성 아님. A_dem_geometric 로 부를 것
se_se_cn_n_perc	157	96.3	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
se_se_cn_perc	157	96.3	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
se_se_cn_std	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
sigma_bruggeman	163	100.0	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
sigma_bruggeman_mScm	163	100.0	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
sigma_bulk_net	157	96.3	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
sigma_bulk_net_mScm	157	96.3	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
sigma_bulk_net_mScm_physics	157	96.3	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
sigma_bulk_net_physics	157	96.3	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
sigma_full	157	96.3	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
sigma_full_mScm	157	96.3	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
sigma_full_mScm_fracture_aware	65	39.9	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
sigma_full_mScm_physics	157	96.3	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
sigma_full_mScm_stage_e	157	96.3	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
sigma_full_mScm_stage_e_physics	157	96.3	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
sigma_full_mScm_stagewise	65	39.9	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
sigma_full_physics	157	96.3	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
sigma_ionic_loss_pct_stage_e	157	96.3	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
sigma_ratio	163	100.0	🔶 행 선별	COND_sig	CL-81 — 접촉망 σ 는 CONTACT_FREE 가지. 절대값 인용 시 단서 필요
stage_e_factors_used.AM_factors.AM_P	121	74.2	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_factors_used.AM_factors.AM_S	138	84.7	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_factors_used.f_SE_ionic	163	100.0	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_factors_used.kappa_factors.AM_P	121	74.2	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
stage_e_factors_used.kappa_factors.AM_S	138	84.7	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
stage_e_factors_used.kappa_factors.SE	163	100.0	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
stage_e_factors_used.r_SE_um	163	100.0	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_fracture_stage_counts.fragmentation	163	100.0	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_fracture_stage_counts.intact	163	100.0	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_fracture_stage_counts.microcrack	163	100.0	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_fracture_stage_counts.multicrack	163	100.0	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_fracture_stage_counts.pulverization	163	100.0	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_source.sigma_e	163	100.0	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_source.sigma_e_physics	163	100.0	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
stage_e_source.sigma_ionic	163	100.0	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_source.sigma_ionic_physics	163	100.0	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
stage_e_source.sigma_thermal	163	100.0	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
stage_e_source.sigma_thermal_physics	163	100.0	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
stagewise_stage_counts.__total_am_am	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
stagewise_stage_counts.fragmentation	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
stagewise_stage_counts.intact	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
stagewise_stage_counts.microcrack	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
stagewise_stage_counts.multicrack	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
stagewise_stage_counts.pulverization	71	43.6	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
stress_cv	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
stress_ratio_AM_P	121	74.2	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
stress_ratio_AM_S	138	84.7	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
stress_ratio_SE	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
target_pressure_mpa	140	85.9	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
thermal_R_brug	103	63.2	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
thermal_sigma_full_mScm	163	100.0	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
thermal_sigma_full_mScm_fracture_aware	71	43.6	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
thermal_sigma_full_mScm_physics	153	93.9	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
thermal_sigma_full_mScm_stage_e	163	100.0	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
thermal_sigma_full_mScm_stage_e_physics	153	93.9	🔧 재실행	RERUN	DESC-03(단위·volume cap 이 163/163 에서 미결속) + L1-01(하한>상한) + L1-02(부피식 0.494배)
thermal_sigma_full_mScm_stagewise	71	43.6	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
thermal_sigma_loss_pct	71	43.6	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
thermal_sigma_loss_pct_stage_e	163	100.0	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
thermal_sigma_loss_pct_stagewise	71	43.6	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
thickness_um	163	100.0	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
top_reachable_pct	163	100.0	🔶 채널 종속	COND_cov	coverage 문턱 기반 → Hertz(기하 교차 원판) 채널에 종속
tortuosity_mean	163	100.0	🔶 행 선별	COND_tau	DESC-02 — 퍼콜 0 인데 τ 가 나오는 행 6/163 (σ(τ)=0 은 2행)
tortuosity_median	163	100.0	🔶 행 선별	COND_tau	DESC-02 — 퍼콜 0 인데 τ 가 나오는 행 6/163 (σ(τ)=0 은 2행)
tortuosity_recommended	163	100.0	🔶 행 선별	COND_tau	DESC-02 — 퍼콜 0 인데 τ 가 나오는 행 6/163 (σ(τ)=0 은 2행)
tortuosity_std	163	100.0	🔶 행 선별	COND_tau	DESC-02 — 퍼콜 0 인데 τ 가 나오는 행 6/163 (σ(τ)=0 은 2행)
tortuosity_use_median	163	100.0	🔶 행 선별	COND_tau	DESC-02 — 퍼콜 0 인데 τ 가 나오는 행 6/163 (σ(τ)=0 은 2행)
validation_flags.asr_ionic_Ohm_cm2	157	96.3	· 식별자	META	식별자·판정 플래그
validation_flags.bruggeman_fallback_fired_any	163	100.0	· 식별자	META	식별자·판정 플래그
validation_flags.edge_drop_ratio_e	163	100.0	· 식별자	META	식별자·판정 플래그
validation_flags.fracture_distribution_realistic	163	100.0	· 식별자	META	식별자·판정 플래그
validation_flags.fracture_severe_pct	163	100.0	· 식별자	META	식별자·판정 플래그
validation_flags.solver_input_intact	163	100.0	· 식별자	META	식별자·판정 플래그
validation_flags.stage_e_le_baseline_kappa	163	100.0	🔶 행 선별	COND_fb	bruggeman_fallback_fired_any=True 115/163 → 48행만
validation_flags.stage_e_le_baseline_sigma_e	152	93.3	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
validation_flags.stage_e_le_baseline_sigma_ion	157	96.3	🔶 행 선별	COND_se	Stage E — σ 채널에 종속
validation_flags.trustworthy_overall	163	100.0	· 식별자	META	식별자·판정 플래그
validation_flags.within_bielefeld_range	157	96.3	· 식별자	META	식별자·판정 플래그
warning_count	109	66.9	✅ 쓴다	SAFE	기하·위상·설계·응력·파괴 — cap 선택과 무관 (Hertz/Physics Δ=0%)
