t_ps,T_K,T_set_K,density_g_cm3,volume_A3,E_pot_eV,P_GPa,P_virial_GPa
672.000,659.6,628.0,1.4810,9975.66,-1648.2819,0.1034,-0.2617
673.000,623.5,627.0,1.4843,9953.01,-1646.8034,0.0414,-0.3045
674.000,626.6,626.0,1.4894,9919.58,-1647.0888,0.0552,-0.2937
675.000,607.8,625.0,1.4869,9935.86,-1647.9185,-0.0364,-0.3742
676.000,634.2,624.0,1.4879,9929.03,-1648.3616,-0.1463,-0.4991
677.000,625.7,623.0,1.4829,9962.78,-1647.0314,0.4820,0.1352
678.000,607.9,622.0,1.4814,9972.85,-1645.9224,0.0951,-0.2416
679.000,604.4,621.0,1.4767,10004.57,-1646.1814,0.1057,-0.2279
680.000,614.0,620.0,1.4813,9973.67,-1647.0639,-0.2188,-0.5588
681.000,636.4,619.0,1.4858,9943.08,-1649.5384,-0.0181,-0.3716
682.000,577.4,618.0,1.4880,9928.32,-1647.1844,0.0712,-0.2500
683.000,628.3,617.0,1.4922,9900.41,-1649.7246,-0.2244,-0.5749
684.000,609.1,616.0,1.4884,9925.69,-1647.5877,-0.2465,-0.5854
685.000,599.2,615.0,1.4939,9889.68,-1647.8288,-0.3972,-0.7318
686.000,635.7,614.0,1.4951,9881.47,-1649.6959,-0.0154,-0.3707
687.000,612.3,613.0,1.4961,9874.93,-1649.3212,-0.2643,-0.6067
688.000,620.2,612.0,1.5041,9822.38,-1648.4106,-0.1483,-0.4970
689.000,594.6,611.0,1.5084,9794.59,-1648.2011,0.1140,-0.2212
690.000,601.0,610.0,1.5135,9761.35,-1649.0431,0.1063,-0.2337
691.000,583.5,609.0,1.5156,9748.03,-1647.3435,-0.0300,-0.3606
692.000,585.0,608.0,1.5170,9739.01,-1648.6994,0.0207,-0.3110
693.000,620.2,607.0,1.5091,9789.63,-1651.6214,0.0701,-0.2798
694.000,621.3,606.0,1.5102,9782.35,-1650.9091,0.1586,-0.1921
695.000,586.6,605.0,1.5067,9805.30,-1647.6514,0.1058,-0.2245
696.000,594.0,604.0,1.5108,9778.98,-1648.1610,-0.0988,-0.4342
697.000,574.8,603.0,1.5137,9759.87,-1646.8387,0.0749,-0.2503
698.000,587.4,602.0,1.5148,9752.94,-1649.5026,-0.0314,-0.3640
699.000,625.0,601.0,1.5226,9702.66,-1650.0455,-0.0632,-0.4189
700.000,604.8,600.0,1.5263,9679.45,-1650.6093,-0.1476,-0.4926
701.000,586.3,599.0,1.5223,9705.08,-1649.8620,0.0544,-0.2792
702.000,574.9,598.0,1.5210,9713.15,-1649.6080,-0.2118,-0.5387
703.000,605.0,597.0,1.5193,9724.16,-1650.5060,0.0703,-0.2733
704.000,628.6,596.0,1.5177,9734.11,-1652.6743,0.0978,-0.2588
705.000,583.5,595.0,1.5110,9777.76,-1649.9069,0.2506,-0.0790
706.000,593.2,594.0,1.5079,9797.34,-1650.4106,0.0407,-0.2937
707.000,574.0,593.0,1.5056,9812.21,-1649.7346,-0.1700,-0.4931
708.000,595.0,592.0,1.5058,9810.93,-1651.2666,0.2480,-0.0869
709.000,600.5,591.0,1.5054,9813.77,-1652.4065,0.1666,-0.1713
710.000,573.5,590.0,1.5056,9812.70,-1650.9838,-0.2339,-0.5567
711.000,581.2,589.0,1.5074,9801.00,-1650.7597,-0.1578,-0.4853
712.000,590.8,588.0,1.5078,9798.15,-1652.3303,0.2760,-0.0570
713.000,612.2,587.0,1.5108,9778.59,-1653.6014,-0.0679,-0.4136
714.000,582.5,586.0,1.5167,9740.68,-1651.4701,-0.0130,-0.3432
715.000,575.1,585.0,1.5203,9717.83,-1651.7648,-0.0185,-0.3454
716.000,586.2,584.0,1.5240,9694.12,-1652.3978,-0.0668,-0.4007
717.000,579.0,583.0,1.5228,9701.91,-1652.8651,-0.1700,-0.4996
718.000,581.4,582.0,1.5213,9711.35,-1652.3006,0.2891,-0.0416
719.000,554.8,581.0,1.5167,9740.89,-1650.8987,0.0052,-0.3094
720.000,582.8,580.0,1.5173,9736.71,-1652.8901,0.0563,-0.2743
721.000,580.0,579.0,1.5170,9738.47,-1652.1705,0.2099,-0.1190
722.000,565.4,578.0,1.5178,9733.71,-1651.7061,-0.0748,-0.3956
723.000,597.2,577.0,1.5187,9728.07,-1653.5643,0.3385,-0.0006
724.000,571.4,576.0,1.5099,9784.55,-1652.4401,0.0653,-0.2572
725.000,549.0,575.0,1.5047,9818.53,-1651.9924,0.0797,-0.2290
726.000,574.4,574.0,1.5073,9801.71,-1654.3345,-0.0357,-0.3593
727.000,567.1,573.0,1.5046,9819.02,-1654.0741,0.0680,-0.2510
728.000,574.7,572.0,1.5069,9803.95,-1654.2065,-0.1978,-0.5215
729.000,574.6,571.0,1.5026,9831.91,-1653.0625,0.2205,-0.1022
730.000,581.1,570.0,1.5076,9799.73,-1653.8886,0.0810,-0.2465
731.000,582.4,569.0,1.5036,9825.45,-1653.9398,-0.0557,-0.3830
732.000,562.0,568.0,1.5003,9847.09,-1653.5187,-0.1291,-0.4443
733.000,575.4,567.0,1.4994,9853.24,-1653.6960,-0.1851,-0.5076
734.000,516.4,566.0,1.5018,9837.59,-1651.4023,-0.1236,-0.4135
735.000,577.5,565.0,1.5030,9829.31,-1654.0372,0.0645,-0.2600
736.000,550.6,564.0,1.5065,9806.86,-1652.8402,0.1504,-0.1596
737.000,557.3,563.0,1.5055,9812.92,-1653.5963,-0.0992,-0.4128
738.000,597.1,562.0,1.5063,9807.68,-1655.7830,-0.1030,-0.4393
739.000,580.6,561.0,1.5083,9794.69,-1654.8418,-0.2089,-0.5363
740.000,573.5,560.0,1.5120,9771.17,-1654.4323,0.0054,-0.3187
741.000,533.3,559.0,1.5152,9750.44,-1653.5132,0.1614,-0.1407
742.000,541.3,558.0,1.5083,9794.80,-1653.0346,-0.0842,-0.3894
743.000,565.9,557.0,1.5071,9803.03,-1654.7876,-0.0188,-0.3377
744.000,547.2,556.0,1.5122,9769.54,-1653.9025,0.0613,-0.2481
745.000,564.9,555.0,1.5139,9758.92,-1655.6734,-0.1320,-0.4517
746.000,532.7,554.0,1.5098,9784.91,-1654.5719,0.3190,0.0183
747.000,576.5,553.0,1.5081,9796.19,-1656.1718,0.0055,-0.3195
748.000,564.4,552.0,1.5084,9794.40,-1656.4801,0.0103,-0.3079
749.000,549.8,551.0,1.5077,9799.12,-1656.2274,0.0823,-0.2275
750.000,559.6,550.0,1.5076,9799.64,-1655.8073,-0.0763,-0.3917
751.000,539.4,549.0,1.5100,9784.22,-1655.4089,-0.1909,-0.4953
752.000,550.8,548.0,1.5103,9781.98,-1655.3968,-0.0625,-0.3735
753.000,544.1,547.0,1.5099,9784.83,-1655.9064,-0.2450,-0.5521
754.000,555.2,546.0,1.5035,9826.38,-1656.4353,0.1623,-0.1497
755.000,560.9,545.0,1.5057,9811.57,-1656.7503,-0.1359,-0.4516
756.000,536.4,544.0,1.5103,9781.98,-1654.7273,-0.2182,-0.5210
757.000,542.5,543.0,1.5111,9776.90,-1656.6144,0.0737,-0.2328
758.000,531.2,542.0,1.5113,9775.38,-1656.0091,0.2952,-0.0049
759.000,545.9,541.0,1.5097,9785.79,-1655.9977,0.0167,-0.2913
760.000,554.2,540.0,1.5084,9794.58,-1656.6091,0.0195,-0.2930
761.000,550.6,539.0,1.5162,9743.85,-1656.4854,-0.3273,-0.6394
762.000,536.6,538.0,1.5195,9723.01,-1656.7979,-0.0840,-0.3888
763.000,517.8,537.0,1.5208,9714.70,-1655.4890,0.0647,-0.2296
764.000,540.9,536.0,1.5116,9773.44,-1656.7812,0.0800,-0.2256
765.000,541.2,535.0,1.5087,9792.16,-1657.6776,-0.1327,-0.4379
766.000,533.6,534.0,1.5099,9784.58,-1657.5407,0.0445,-0.2567
767.000,525.4,533.0,1.5126,9767.17,-1656.2384,-0.0133,-0.3103
768.000,544.5,532.0,1.5129,9765.45,-1656.6440,0.0113,-0.2966
769.000,530.8,531.0,1.5158,9746.32,-1656.5847,-0.0405,-0.3413
770.000,493.3,530.0,1.5172,9737.66,-1654.1979,-0.1158,-0.3956
771.000,522.1,529.0,1.5181,9731.65,-1656.2921,-0.0977,-0.3940
772.000,545.0,528.0,1.5185,9729.37,-1657.3358,-0.0517,-0.3611
773.000,530.5,527.0,1.5170,9738.86,-1657.9843,0.0013,-0.2995
774.000,524.2,526.0,1.5199,9720.08,-1657.6983,0.0258,-0.2721
775.000,514.3,525.0,1.5238,9695.02,-1656.6911,0.0618,-0.2312
776.000,540.8,524.0,1.5227,9702.31,-1658.1087,-0.0267,-0.3345
777.000,513.1,523.0,1.5190,9725.81,-1657.0615,-0.0161,-0.3075
778.000,539.3,522.0,1.5147,9753.39,-1658.1545,0.1606,-0.1447
779.000,528.8,521.0,1.5139,9758.88,-1658.0168,-0.0202,-0.3194
780.000,530.3,520.0,1.5127,9766.66,-1658.5884,-0.1756,-0.4754
781.000,518.4,519.0,1.5067,9805.42,-1658.3191,0.0840,-0.2080
782.000,510.2,518.0,1.5069,9803.84,-1658.4700,-0.0618,-0.3492
783.000,533.5,517.0,1.5054,9814.00,-1659.0661,-0.2414,-0.5416
784.000,530.8,516.0,1.5052,9814.83,-1658.8097,0.3826,0.0840
785.000,503.3,515.0,1.5047,9818.43,-1657.1010,-0.0073,-0.2904
786.000,542.3,514.0,1.5009,9843.18,-1659.9475,-0.1185,-0.4228
787.000,547.8,513.0,1.4951,9881.15,-1659.5611,-0.1581,-0.4643
788.000,516.6,512.0,1.4904,9912.39,-1657.7264,0.0363,-0.2515
789.000,508.9,511.0,1.4840,9955.28,-1658.2559,-0.0332,-0.3155
790.000,503.2,510.0,1.4822,9967.14,-1658.5442,0.0743,-0.2045
791.000,526.6,509.0,1.4814,9972.71,-1659.8583,-0.0015,-0.2931
792.000,498.5,508.0,1.4819,9969.41,-1658.6324,-0.0693,-0.3455
793.000,501.2,507.0,1.4828,9963.53,-1659.6245,-0.1039,-0.3817
794.000,493.2,506.0,1.4905,9911.85,-1658.8000,-0.1076,-0.3824
795.000,500.6,505.0,1.4948,9883.66,-1659.5153,0.0054,-0.2743
796.000,491.2,504.0,1.5005,9845.89,-1659.3046,0.1877,-0.0878
797.000,494.1,503.0,1.4974,9866.15,-1659.7036,-0.0073,-0.2839
798.000,509.1,502.0,1.4935,9891.80,-1659.8030,-0.2632,-0.5474
799.000,503.2,501.0,1.4954,9879.68,-1659.8201,-0.1255,-0.4068
800.000,512.5,500.0,1.4936,9891.63,-1660.0867,-0.1167,-0.4029
801.000,501.3,499.0,1.4951,9881.71,-1661.2488,-0.0367,-0.3169
802.000,492.2,498.0,1.4972,9867.72,-1659.7616,0.1275,-0.1480
803.000,493.3,497.0,1.5035,9826.24,-1659.9129,-0.2275,-0.5048
804.000,492.2,496.0,1.5039,9823.58,-1660.3565,-0.0510,-0.3277
805.000,515.8,495.0,1.5060,9810.25,-1662.0848,-0.2421,-0.5325
806.000,477.1,494.0,1.5052,9815.25,-1660.6207,0.1398,-0.1287
807.000,484.3,493.0,1.5016,9838.74,-1660.5312,-0.1414,-0.4132
808.000,502.3,492.0,1.5035,9825.99,-1661.8333,0.0776,-0.2047
809.000,483.5,491.0,1.4991,9854.84,-1660.8169,0.0247,-0.2462
810.000,502.0,490.0,1.4954,9879.70,-1662.4102,-0.0466,-0.3272
811.000,488.6,489.0,1.4970,9868.97,-1661.6570,0.0106,-0.2628
812.000,507.2,488.0,1.4990,9855.67,-1662.9781,-0.0275,-0.3117
813.000,506.6,487.0,1.5040,9822.91,-1662.6004,-0.1026,-0.3874
814.000,475.5,486.0,1.5042,9821.44,-1661.6840,0.2567,-0.0107
815.000,469.7,485.0,1.5025,9833.06,-1660.2955,-0.0754,-0.3391
816.000,489.5,484.0,1.5053,9814.56,-1662.4589,0.0721,-0.2033
817.000,486.4,483.0,1.5067,9805.49,-1662.0264,0.1060,-0.1680
818.000,495.8,482.0,1.5037,9824.83,-1662.8782,0.1188,-0.1599
819.000,470.8,481.0,1.4996,9852.01,-1661.4976,0.1233,-0.1406
820.000,483.3,480.0,1.4986,9858.05,-1661.7572,0.0798,-0.1910
821.000,489.1,479.0,1.5005,9846.00,-1663.1004,0.0786,-0.1957
822.000,463.6,478.0,1.5034,9826.64,-1661.2766,-0.1208,-0.3813
823.000,477.0,477.0,1.5043,9820.71,-1662.2243,-0.0416,-0.3098
824.000,461.0,476.0,1.5022,9834.45,-1661.7638,0.0122,-0.2467
825.000,479.7,475.0,1.5023,9834.04,-1663.5743,0.3191,0.0497
826.000,464.9,474.0,1.5021,9835.43,-1662.7812,0.0795,-0.1815
827.000,478.9,473.0,1.5043,9820.88,-1663.5111,-0.0672,-0.3365
828.000,463.6,472.0,1.5043,9820.74,-1662.4980,-0.1755,-0.4362
829.000,477.6,471.0,1.5010,9842.83,-1662.8984,-0.1259,-0.3939
830.000,480.7,470.0,1.5044,9820.09,-1663.3064,-0.0724,-0.3428
831.000,448.5,469.0,1.5061,9809.49,-1662.1618,0.0999,-0.1526
832.000,457.7,468.0,1.5050,9816.20,-1663.0727,-0.0046,-0.2621
833.000,477.5,467.0,1.5075,9799.93,-1664.0446,0.0643,-0.2047
834.000,462.6,466.0,1.5068,9804.96,-1663.1841,-0.1367,-0.3973
835.000,464.9,465.0,1.5080,9796.94,-1663.3532,0.0809,-0.1811
836.000,468.3,464.0,1.5111,9776.53,-1663.2054,-0.1992,-0.4637
837.000,460.6,463.0,1.5156,9747.94,-1663.3342,-0.1563,-0.4172
838.000,466.1,462.0,1.5185,9729.25,-1663.9526,0.1247,-0.1399
839.000,454.7,461.0,1.5186,9728.62,-1664.4199,0.0255,-0.2327
840.000,454.5,460.0,1.5183,9730.47,-1664.3182,0.0945,-0.1634
841.000,459.3,459.0,1.5162,9743.83,-1664.8632,0.0279,-0.2324
842.000,451.5,458.0,1.5157,9747.13,-1663.9311,0.0005,-0.2554
843.000,459.2,457.0,1.5174,9736.26,-1664.0888,0.0680,-0.1925
844.000,449.0,456.0,1.5163,9743.32,-1663.9123,0.0728,-0.1818
845.000,463.0,455.0,1.5148,9752.92,-1664.0665,0.1320,-0.1302
846.000,432.2,454.0,1.5149,9752.54,-1662.5545,-0.2391,-0.4839
847.000,447.6,453.0,1.5159,9746.08,-1664.2579,0.2926,0.0390
848.000,478.8,452.0,1.5105,9780.39,-1665.4642,0.1292,-0.1412
849.000,477.4,451.0,1.5072,9802.18,-1665.9922,0.0436,-0.2253
850.000,468.3,450.0,1.5069,9804.31,-1665.7101,-0.0955,-0.3592
851.000,448.9,449.0,1.5090,9790.29,-1664.1299,0.0481,-0.2051
852.000,444.0,448.0,1.5158,9746.60,-1663.9652,-0.1837,-0.4353
853.000,462.7,447.0,1.5189,9726.43,-1664.8660,0.0154,-0.2473
854.000,445.6,446.0,1.5236,9696.57,-1664.6017,-0.0880,-0.3417
855.000,446.8,445.0,1.5244,9691.67,-1664.8793,0.0548,-0.1999
856.000,458.5,444.0,1.5239,9694.57,-1665.9518,0.1022,-0.1590
857.000,430.4,443.0,1.5244,9691.48,-1664.6058,0.0848,-0.1605
858.000,443.4,442.0,1.5255,9684.35,-1665.1158,-0.0577,-0.3106
859.000,437.1,441.0,1.5255,9684.35,-1665.3494,0.0545,-0.1948
860.000,438.7,440.0,1.5265,9678.22,-1664.8985,-0.1750,-0.4253
861.000,448.5,439.0,1.5308,9651.11,-1665.6186,0.0432,-0.2134
862.000,458.3,438.0,1.5331,9636.35,-1665.8289,-0.0851,-0.3478
863.000,431.0,437.0,1.5322,9642.19,-1664.7695,0.0496,-0.1972
864.000,426.4,436.0,1.5359,9618.81,-1664.5971,0.0091,-0.2357
865.000,426.5,435.0,1.5332,9636.11,-1664.4970,0.0787,-0.1658
866.000,431.8,434.0,1.5341,9630.45,-1664.5034,-0.1036,-0.3512
867.000,435.0,433.0,1.5305,9652.67,-1665.7239,-0.0243,-0.2732
868.000,429.4,432.0,1.5309,9650.54,-1665.1034,-0.0865,-0.3323
869.000,440.0,431.0,1.5300,9656.29,-1665.9423,0.1052,-0.1464
870.000,429.9,430.0,1.5270,9675.32,-1665.5802,-0.0520,-0.2974
871.000,407.5,429.0,1.5234,9697.67,-1664.9741,0.1210,-0.1110
872.000,408.3,428.0,1.5262,9680.33,-1664.5847,-0.2071,-0.4400
873.000,429.8,427.0,1.5249,9688.35,-1666.3070,0.0377,-0.2073
874.000,448.0,426.0,1.5236,9696.45,-1667.4543,0.1080,-0.1472
875.000,422.4,425.0,1.5245,9690.92,-1665.4699,0.0489,-0.1918
876.000,430.6,424.0,1.5225,9703.30,-1666.5784,0.0785,-0.1666
877.000,397.4,423.0,1.5217,9708.58,-1664.5001,-0.0444,-0.2704
878.000,417.6,422.0,1.5206,9715.58,-1666.1989,0.0861,-0.1513
879.000,456.0,421.0,1.5228,9701.84,-1668.4963,-0.0697,-0.3293
880.000,423.6,420.0,1.5244,9691.81,-1667.1867,-0.0257,-0.2670
881.000,425.1,419.0,1.5233,9698.56,-1666.8410,0.0722,-0.1699
882.000,406.7,418.0,1.5247,9689.92,-1666.6172,-0.1260,-0.3579
883.000,398.8,417.0,1.5255,9684.32,-1665.9047,-0.1693,-0.3967
884.000,434.8,416.0,1.5264,9679.01,-1667.6731,-0.1082,-0.3563
885.000,423.6,415.0,1.5291,9661.58,-1667.6200,-0.0623,-0.3044
886.000,405.0,414.0,1.5291,9661.98,-1666.3990,0.0194,-0.2121
887.000,411.7,413.0,1.5309,9650.11,-1667.2518,-0.0847,-0.3204
888.000,406.9,412.0,1.5299,9656.43,-1667.0192,-0.0549,-0.2877
889.000,394.5,411.0,1.5328,9638.59,-1666.3781,0.0286,-0.1974
890.000,398.7,410.0,1.5337,9632.57,-1666.5222,0.0024,-0.2261
891.000,406.3,409.0,1.5362,9616.86,-1666.8242,-0.1062,-0.3396
892.000,432.0,408.0,1.5333,9635.27,-1668.9146,0.0752,-0.1724
893.000,401.6,407.0,1.5345,9627.90,-1667.4336,0.0068,-0.2235
894.000,412.6,406.0,1.5365,9615.38,-1667.2744,-0.0140,-0.2510
895.000,425.3,405.0,1.5404,9590.85,-1668.2459,-0.0020,-0.2469
896.000,397.7,404.0,1.5399,9594.19,-1667.0908,-0.0614,-0.2903
897.000,401.8,403.0,1.5356,9620.58,-1667.8610,0.0795,-0.1512
898.000,407.9,402.0,1.5373,9610.12,-1668.2136,0.0556,-0.1788
899.000,421.2,401.0,1.5356,9620.74,-1669.4548,0.0991,-0.1427
900.000,393.9,400.0,1.5331,9636.35,-1667.9857,0.0799,-0.1458
901.000,396.6,399.0,1.5346,9627.32,-1667.6011,0.0077,-0.2198
902.000,404.4,398.0,1.5334,9634.92,-1668.4906,0.0239,-0.2079
903.000,406.4,397.0,1.5340,9630.82,-1668.5149,0.0220,-0.2110
904.000,385.3,396.0,1.5384,9603.19,-1667.2482,0.0334,-0.1882
905.000,381.4,395.0,1.5415,9584.22,-1667.8153,-0.0738,-0.2936
906.000,391.0,394.0,1.5400,9593.31,-1668.1979,-0.0406,-0.2657
907.000,395.4,393.0,1.5411,9586.65,-1668.0253,-0.1027,-0.3305
908.000,392.4,392.0,1.5435,9571.65,-1667.8720,-0.0960,-0.3224
909.000,373.9,391.0,1.5434,9572.10,-1667.3633,-0.1332,-0.3489
910.000,388.1,390.0,1.5437,9570.33,-1668.4655,0.0934,-0.1305
911.000,371.7,389.0,1.5451,9561.82,-1668.2548,0.1036,-0.1110
912.000,392.6,388.0,1.5436,9570.77,-1669.1144,-0.0808,-0.3073
913.000,374.8,387.0,1.5454,9559.86,-1667.7177,-0.1569,-0.3734
914.000,387.8,386.0,1.5437,9570.35,-1668.8424,0.1145,-0.1094
915.000,376.2,385.0,1.5451,9561.72,-1668.6540,-0.1251,-0.3424
916.000,395.6,384.0,1.5471,9549.25,-1669.9497,0.0760,-0.1528
917.000,401.2,383.0,1.5468,9551.27,-1670.2830,0.0214,-0.2106
918.000,381.0,382.0,1.5493,9535.71,-1669.4459,0.0362,-0.1844
919.000,387.2,381.0,1.5517,9520.89,-1669.2563,0.0256,-0.1990
920.000,378.9,380.0,1.5545,9503.82,-1669.3643,-0.2596,-0.4797
921.000,377.2,379.0,1.5510,9525.12,-1669.1575,-0.1483,-0.3670
922.000,358.8,378.0,1.5492,9536.49,-1668.8624,0.0330,-0.1748
923.000,385.8,377.0,1.5498,9532.65,-1670.3170,0.0559,-0.1676
924.000,371.9,376.0,1.5549,9501.24,-1669.9105,0.0582,-0.1580
925.000,386.7,375.0,1.5540,9506.89,-1670.7049,-0.0130,-0.2377
926.000,379.0,374.0,1.5548,9502.32,-1670.5159,0.0409,-0.1794
927.000,374.7,373.0,1.5561,9494.18,-1669.8434,0.0730,-0.1449
928.000,355.2,372.0,1.5547,9502.38,-1669.4529,0.0791,-0.1273
929.000,368.2,371.0,1.5529,9513.86,-1670.0307,0.1172,-0.0965
930.000,372.4,370.0,1.5540,9506.82,-1670.0206,0.0060,-0.2103
931.000,363.9,369.0,1.5529,9513.84,-1669.8295,-0.1082,-0.3194
932.000,363.3,368.0,1.5537,9508.77,-1669.6591,-0.0853,-0.2962
933.000,362.6,367.0,1.5544,9504.32,-1670.1143,-0.1357,-0.3464
934.000,368.5,366.0,1.5551,9500.19,-1670.7356,-0.1980,-0.4123
935.000,361.9,365.0,1.5556,9497.06,-1670.5793,0.0394,-0.1711
936.000,369.2,364.0,1.5557,9496.39,-1671.1724,0.0517,-0.1630
937.000,363.4,363.0,1.5547,9502.73,-1671.0762,-0.0937,-0.3049
938.000,346.1,362.0,1.5562,9493.36,-1670.3432,0.0458,-0.1555
939.000,360.5,361.0,1.5572,9487.61,-1670.8106,0.0571,-0.1527
940.000,369.2,360.0,1.5575,9485.38,-1671.9472,0.0989,-0.1161
941.000,359.9,359.0,1.5570,9488.50,-1671.3295,-0.1006,-0.3101
942.000,361.1,358.0,1.5533,9511.31,-1671.4167,0.0117,-0.1980
943.000,365.2,357.0,1.5536,9509.35,-1671.3232,-0.0112,-0.2232
944.000,350.6,356.0,1.5523,9517.51,-1670.9743,0.2435,0.0400
945.000,351.6,355.0,1.5514,9522.95,-1670.6165,0.0983,-0.1056
946.000,346.4,354.0,1.5465,9553.25,-1670.6411,0.1163,-0.0840
947.000,334.9,353.0,1.5459,9556.64,-1670.3988,0.0571,-0.1365
948.000,350.1,352.0,1.5470,9550.01,-1670.9423,0.1041,-0.0983
949.000,349.7,351.0,1.5500,9531.42,-1671.1818,-0.0682,-0.2708
950.000,354.4,350.0,1.5495,9534.62,-1671.0056,0.0275,-0.1777
951.000,353.2,349.0,1.5489,9537.94,-1671.4834,-0.1020,-0.3066
952.000,351.9,348.0,1.5473,9547.93,-1671.7789,0.1437,-0.0599
953.000,334.9,347.0,1.5465,9553.06,-1670.4441,0.1762,-0.0175
954.000,334.8,346.0,1.5443,9566.87,-1671.0525,-0.1071,-0.3003
955.000,339.2,345.0,1.5487,9539.21,-1670.6588,-0.2013,-0.3977
956.000,342.9,344.0,1.5535,9510.08,-1671.6865,-0.2007,-0.3998
957.000,354.0,343.0,1.5575,9485.31,-1672.2621,0.1460,-0.0601
958.000,355.6,342.0,1.5607,9466.08,-1672.2460,-0.0546,-0.2621
959.000,337.0,341.0,1.5616,9460.70,-1671.8180,-0.0478,-0.2446
960.000,345.6,340.0,1.5619,9459.06,-1672.6759,-0.0202,-0.2220
961.000,353.3,339.0,1.5616,9460.49,-1672.9511,0.1428,-0.0635
962.000,334.6,338.0,1.5620,9457.98,-1672.5569,-0.1411,-0.3365
963.000,345.8,337.0,1.5623,9456.64,-1673.4129,0.0763,-0.1256
964.000,334.8,336.0,1.5592,9475.51,-1672.6669,0.1095,-0.0856
965.000,340.7,335.0,1.5599,9470.76,-1673.1166,0.0246,-0.1740
966.000,322.1,334.0,1.5595,9473.41,-1672.1927,-0.0114,-0.1992
967.000,324.1,333.0,1.5622,9457.18,-1672.1956,-0.0024,-0.1916
968.000,341.0,332.0,1.5625,9455.00,-1673.3441,-0.0113,-0.2105
969.000,326.0,331.0,1.5628,9453.49,-1672.7500,-0.0931,-0.2836
970.000,330.2,330.0,1.5633,9450.41,-1672.9283,0.0086,-0.1843
971.000,324.2,329.0,1.5642,9444.88,-1672.7386,-0.0136,-0.2031
972.000,325.4,328.0,1.5638,9447.58,-1672.6715,-0.1350,-0.3252
973.000,330.8,327.0,1.5622,9456.75,-1673.0504,-0.0731,-0.2663
974.000,340.6,326.0,1.5621,9457.36,-1673.7149,0.0254,-0.1735
975.000,319.8,325.0,1.5621,9457.87,-1672.9669,0.2201,0.0333
976.000,326.3,324.0,1.5617,9460.25,-1673.4446,-0.1169,-0.3074
977.000,317.3,323.0,1.5630,9452.43,-1672.7860,-0.1297,-0.3151
978.000,311.8,322.0,1.5634,9449.86,-1672.4905,-0.2087,-0.3910
979.000,339.5,321.0,1.5657,9435.96,-1674.5309,-0.0352,-0.2339
980.000,326.8,320.0,1.5663,9432.38,-1674.0039,-0.0558,-0.2471
981.000,313.7,319.0,1.5638,9447.64,-1673.4001,-0.0806,-0.2639
982.000,311.9,318.0,1.5625,9455.20,-1673.3676,0.1085,-0.0737
983.000,325.4,317.0,1.5628,9453.39,-1673.9780,-0.0095,-0.1996
984.000,305.2,316.0,1.5601,9469.99,-1673.5968,-0.1262,-0.3042
985.000,322.1,315.0,1.5606,9466.47,-1674.2597,-0.0491,-0.2370
986.000,306.1,314.0,1.5622,9457.07,-1673.6987,0.0866,-0.0922
987.000,303.6,313.0,1.5651,9439.25,-1673.4745,0.0885,-0.0891
988.000,308.3,312.0,1.5673,9426.23,-1674.0442,-0.0710,-0.2517
989.000,306.1,311.0,1.5708,9405.06,-1673.9585,-0.0497,-0.2295
990.000,316.1,310.0,1.5718,9398.96,-1674.6807,-0.0503,-0.2361
991.000,292.3,309.0,1.5722,9396.63,-1673.3294,-0.0230,-0.1948
992.000,313.7,308.0,1.5699,9410.88,-1674.8291,0.0517,-0.1324
993.000,320.5,307.0,1.5687,9417.93,-1675.2536,0.0414,-0.1465
994.000,302.8,306.0,1.5662,9433.15,-1674.3555,0.2273,0.0500
995.000,303.3,305.0,1.5646,9442.64,-1674.4913,0.0942,-0.0832
996.000,315.8,304.0,1.5648,9441.44,-1675.1047,-0.0989,-0.2837
997.000,296.1,303.0,1.5650,9440.35,-1674.7639,-0.0083,-0.1816
998.000,303.3,302.0,1.5638,9447.42,-1674.7842,0.0844,-0.0929
999.000,308.4,301.0,1.5654,9437.64,-1675.0998,0.0621,-0.1183
1000.000,291.0,300.0,1.5651,9439.49,-1674.4671,0.0325,-0.1378
1001.000,296.0,300.0,1.5657,9435.88,-1674.6203,-0.1037,-0.2769
1002.000,293.6,300.0,1.5671,9427.57,-1674.3349,-0.1058,-0.2778
1003.000,304.2,300.0,1.5682,9420.62,-1675.1372,0.1137,-0.0647
1004.000,301.9,300.0,1.5680,9422.26,-1674.7623,-0.0386,-0.2155
1005.000,293.8,300.0,1.5655,9437.18,-1674.3386,-0.1311,-0.3030
1006.000,306.9,300.0,1.5652,9438.76,-1674.8983,-0.0063,-0.1859
1007.000,305.1,300.0,1.5661,9433.18,-1674.6543,0.0881,-0.0905
1008.000,303.1,300.0,1.5656,9436.29,-1674.6670,0.0457,-0.1317
1009.000,294.6,300.0,1.5654,9437.96,-1674.6283,0.0307,-0.1417
1010.000,281.4,300.0,1.5672,9427.09,-1673.9799,-0.1706,-0.3355
1011.000,297.9,300.0,1.5681,9421.31,-1674.5941,-0.1579,-0.3325
1012.000,303.5,300.0,1.5696,9412.57,-1674.9497,-0.2014,-0.3794
1013.000,298.4,300.0,1.5688,9417.34,-1674.4302,0.0079,-0.1671
1014.000,301.3,300.0,1.5721,9397.59,-1674.8605,0.0056,-0.1715
1015.000,282.8,300.0,1.5739,9386.79,-1674.2065,-0.0133,-0.1797
