# co-doping HYPOTHESIS GENERATOR v2 (ML-assisted). NOT validated — co-doping 실측/계산 라벨 없음. 후보 제안용이며 예측기가 아님.
# method: ridge(47 single dopants, LOOCV lambda) coefficients transplanted to pair features + 8 physics interaction terms distilled from v1 heuristic (weighted ridge: listed 1.0 / unlisted~0 weight 0.1). ml_score = base_z + sum(v_j*inter_j); uncertainty = internal LOOCV-residual propagation only.
# columns: gap_min = min(gap_lit_eV) 문헌 큐레이션 값(우리 계산 갭 아님); air_max = HSAB 정성등급 큐레이션; transport_min = min(bvs_x005) BVS proxy(절대 σ 아님); joint_window_V = max(ox)-min(red) 상보 가정; window_gain = joint_window_V - max(단일 도펀트 창) — 0 이면 상보가 발동하지 않고 더 나은 한쪽 창을 그대로 물려받은 것(전체 1081쌍의 ~70%가 정확히 0).
# applicability domain (Sendek 2017 EES 10,306 §3.4 이식 — 열 3종 추가): ad_d = 47 도펀트 훈련셋 PCA-분산 정규화 중심거리(훈련 점들의 평균 = 1); ad_eps = leave-one-dopant-out 47 재적합 예측의 표준편차(모델 불안정성); ad_A = 적용영역 판정(1 = ad_d <= 2, 0 = 외삽 = 순위 신뢰 낮음). 역설계/champion 선정 시 ad_A=0 은 winner's curse 위험군으로 취급할 것.
rank,pairA,pairB,ml_score,uncertainty,joint_window_V,window_gain,transport_min,gap_min,air_max,top_interaction,tags,ad_d,ad_eps,ad_A
339,HfO2,ScF3,0.3755,0.264,0.898,0.064,0.8597,5.7,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|weak-transport,0.992,0.131,1
340,LiF,Sm2O3,0.3754,0.356,0.898,0.000,0.8759,4.6,0.45,disorder_max*dose_slope_min,oxyfluoride|cross-group,1.778,0.106,1
341,SrO,Y2O3,0.3598,0.202,0.891,0.000,0.8737,5.6,0.20,de_avg*joint_window,cross-group,0.933,0.072,1
342,Nd2O3,WO3,0.3516,0.193,0.622,0.199,0.8680,2.7,0.20,air_max*gap_min,anode<->cathode|cross-group,1.365,0.069,1
343,La2O3,ScF3,0.3437,0.120,0.834,0.000,0.8727,5.5,0.45,de_avg*joint_window,oxyfluoride|cross-group,0.851,0.100,1
344,CaO,Fe2O3,0.3423,0.344,0.898,0.000,0.8827,2.2,0.20,joint_window*gap_min,cross-group|collapse-member,1.606,0.131,1
345,Ga2O3,TiO2,0.3423,0.171,0.778,0.000,0.8552,3.2,0.20,joint_window*gap_min,cross-group|weak-transport,0.800,0.081,1
346,NdF3,WO3,0.3377,0.126,0.622,0.199,0.8566,2.7,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.874,0.070,1
347,Al2O3,NdF3,0.3110,0.157,0.768,0.000,0.8566,8.8,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating|weak-transport,0.804,0.079,1
348,LiF,Y2O3,0.3070,0.372,1.040,0.142,0.8889,5.6,0.45,joint_window*transport_min,anode<->cathode|oxyfluoride|cross-group,1.424,0.098,1
349,MnO,ZnO,0.2977,0.211,0.575,0.000,0.8535,3.3,0.60,de_avg*joint_window,weak-transport|collapse-member,1.032,0.107,1
350,MnO,Sb2O5,0.2930,0.283,0.385,0.022,0.8535,3.0,0.20,group_cross*joint_window,cross-group|weak-transport|collapse-member,0.779,0.103,1
351,ScF3,ZrF4,0.2927,0.374,0.834,0.000,0.8924,9.0,0.45,group_cross*joint_window,insulating,1.008,0.093,1
352,BaO,Gd2O3,0.2885,0.267,0.720,0.000,0.8557,4.0,0.20,joint_window*gap_min,cross-group|weak-transport,1.097,0.104,1
353,MoO3,Na2O,0.2653,0.416,0.423,0.009,0.8419,3.0,0.20,de_avg*joint_window,cross-group|weak-transport,0.868,0.123,1
354,SiO2,WO3,0.2548,0.168,0.726,0.000,0.8680,2.7,0.20,disorder_max*dose_slope_min,cross-group,0.868,0.110,1
355,Na2O,ZrF4,0.2468,0.297,0.347,0.004,0.8624,5.0,0.45,de_avg*joint_window,oxyfluoride|cross-group|weak-transport,1.055,0.221,1
356,Ga2O3,TiF4,0.2455,0.182,0.778,0.000,0.8552,4.8,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,0.973,0.076,1
357,MnO,WO3,0.2413,0.324,0.423,0.000,0.8535,2.7,0.20,joint_window*transport_min,weak-transport|collapse-member,0.775,0.070,1
358,MnO,YF3,0.2367,0.229,0.848,0.000,0.8535,3.9,0.45,group_cross*joint_window,oxyfluoride|weak-transport|collapse-member,1.478,0.109,1
359,SrO,ZrF4,0.2314,0.397,0.347,0.004,0.8737,6.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,0.890,0.236,1
360,Li2O,Y2O3,0.2280,0.320,1.040,0.142,0.8828,5.6,0.20,joint_window*transport_min,anode<->cathode|cross-group,1.260,0.082,1
361,MgO,Y2O3,0.2162,0.480,0.891,0.000,0.9112,5.6,0.20,joint_window*transport_min,cross-group,1.186,0.114,1
362,AlF3,WO3,0.2104,0.215,0.768,0.000,0.8427,2.7,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.566,0.106,1
363,Ga2O3,SnO2,0.2078,0.199,0.778,0.000,0.8552,3.6,0.20,group_cross*joint_window,weak-transport,0.937,0.078,1
364,B2O3,CaO,0.2040,0.826,1.075,0.177,0.8199,6.2,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group|weak-transport,1.294,0.156,1
365,CoO,Ga2O3,0.2013,0.202,0.778,0.000,0.8552,2.5,0.60,joint_window*gap_min,cross-group|weak-transport|collapse-member,0.886,0.068,1
366,CrO3,Nd2O3,0.1951,0.200,0.622,0.211,0.8668,2.0,0.20,air_max*gap_min,anode<->cathode|cross-group,1.410,0.078,1
367,Fe2O3,MgF2,0.1861,0.182,0.797,0.000,0.8699,2.2,0.45,joint_window*gap_min,oxyfluoride|cross-group|collapse-member,1.574,0.100,1
368,Na2O,SnO2,0.1825,0.385,0.423,0.000,0.8624,3.6,0.20,de_avg*joint_window,cross-group|weak-transport,0.830,0.236,1
369,Gd2O3,GeO2,0.1818,0.433,0.742,0.022,0.8297,4.5,0.20,de_avg*joint_window,cross-group|weak-transport,1.039,0.111,1
370,Sm2O3,SrO,0.1780,0.440,0.572,0.071,0.8737,4.6,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group,1.246,0.142,1
371,AlF3,Sm2O3,0.1772,0.209,0.768,0.000,0.8427,4.6,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.134,0.101,1
372,Gd2O3,SrO,0.1712,0.335,0.720,0.000,0.8557,5.4,0.20,joint_window*gap_min,cross-group|weak-transport,1.047,0.101,1
373,BaO,Na2O,0.1613,0.389,0.354,0.000,0.8624,4.0,0.20,de_avg*joint_window,cross-group|weak-transport,1.055,0.259,1
374,Gd2O3,Na2O,0.1605,0.202,0.720,0.000,0.8557,5.0,0.20,joint_window*gap_min,cross-group|weak-transport,1.264,0.089,1
375,CaO,Sb2O5,0.1586,0.619,0.898,0.000,0.9251,3.0,0.20,joint_window*transport_min,cross-group,1.325,0.145,1
376,Gd2O3,MgO,0.1577,0.161,0.742,0.007,0.8557,5.4,0.20,de_avg*joint_window,cross-group|weak-transport,1.299,0.090,1
377,Nb2O5,Sm2O3,0.1491,0.323,0.573,0.072,0.8759,3.4,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group,1.134,0.061,1
378,LaF3,Nb2O5,0.1470,0.161,0.586,0.168,0.8784,3.4,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group,0.986,0.059,1
379,MgF2,Nd2O3,0.1464,0.075,0.797,0.000,0.8699,4.7,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.850,0.083,1
380,BaO,Ga2O3,0.1459,0.138,0.778,0.000,0.8552,4.0,0.20,joint_window*gap_min,cross-group|weak-transport,0.845,0.062,1
381,La2O3,WO3,0.1439,0.201,0.617,0.194,0.8680,2.7,0.20,air_max*gap_min,anode<->cathode|cross-group,0.699,0.069,1
382,CrO3,MgF2,0.1340,0.163,0.797,0.000,0.8668,2.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.549,0.094,1
383,Ga2O3,SrO,0.1240,0.134,0.778,0.000,0.8552,4.8,0.20,joint_window*gap_min,cross-group|weak-transport,0.803,0.051,1
384,Ga2O3,NiO,0.1225,0.170,0.778,0.000,0.8552,4.0,0.60,joint_window*gap_min,cross-group|weak-transport|collapse-member,0.939,0.063,1
385,Sb2O5,ScF3,0.1214,0.241,0.834,0.000,0.8932,3.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.416,0.099,1
386,CaF2,WO3,0.1213,0.224,0.898,0.000,0.8680,2.7,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.563,0.112,1
387,CaO,CrO3,0.1185,0.303,0.898,0.000,0.8668,2.0,0.20,joint_window*gap_min,cross-group,1.429,0.124,1
388,YF3,ZrF4,0.1125,0.369,0.848,0.000,0.8824,9.0,0.45,group_cross*joint_window,insulating,1.109,0.095,1
389,SiO2,Ta2O5,0.1124,0.118,0.726,0.000,0.8684,4.0,0.20,joint_window*gap_min,cross-group,1.157,0.095,1
390,GeO2,LaF3,0.1093,0.343,0.665,0.147,0.8297,4.5,0.45,transport_min*blocking_max,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.437,0.101,1
391,CaO,La2O3,0.1091,0.304,0.898,0.000,0.8727,5.5,0.20,disorder_max*dose_slope_min,cross-group,0.848,0.079,1
392,LaF3,ScF3,0.1077,0.340,0.834,0.000,0.8784,10.0,0.45,air_max*gap_min,cross-group|insulating,1.362,0.078,1
393,Na2O,NiO,0.1063,0.462,0.343,0.000,0.8624,4.0,0.60,de_avg*joint_window,cross-group|weak-transport|collapse-member,1.052,0.275,1
394,CrO3,NdF3,0.1009,0.148,0.622,0.211,0.8566,2.0,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.988,0.074,1
395,MoO3,Nd2O3,0.0992,0.284,0.622,0.208,0.8419,3.0,0.20,air_max*gap_min,anode<->cathode|cross-group|weak-transport,1.054,0.067,1
396,MoO3,NdF3,0.0958,0.125,0.622,0.208,0.8419,3.0,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.858,0.073,1
397,LaF3,ZnO,0.0923,0.089,0.665,0.090,0.8633,3.3,0.60,disorder_max*dose_slope_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.982,0.093,1
398,Al2O3,ZrO2,0.0923,0.132,0.768,0.000,0.8756,5.5,0.20,joint_window*gap_min,cross-group,0.657,0.074,1
399,SnO2,WO3,0.0779,0.239,0.423,0.000,0.8680,2.7,0.20,group_cross*joint_window,cross-group,0.739,0.114,1
400,LaF3,SnO2,0.0764,0.177,0.665,0.242,0.8784,3.6,0.45,joint_window*gap_min,anode<->cathode|oxyfluoride|cross-group,0.868,0.103,1
401,Na2O,Y2O3,0.0710,0.131,0.891,0.000,0.8624,5.0,0.20,air_max*transport_min,cross-group|weak-transport,1.256,0.058,1
402,AlF3,Ga2O3,0.0699,0.457,0.984,0.206,0.8427,4.8,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|weak-transport,1.296,0.120,1
403,AlF3,MnO,0.0676,0.189,0.768,0.000,0.8427,3.9,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport|collapse-member,1.628,0.085,1
404,MgF2,Nb2O5,0.0653,0.448,0.797,0.000,0.8699,3.4,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.672,0.127,1
405,Sb2O5,YF3,0.0588,0.188,0.848,0.000,0.8824,3.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.466,0.103,1
406,LaF3,ZrF4,0.0577,0.682,0.418,0.000,0.8784,9.0,0.45,joint_window*gap_min,cross-group|insulating,0.956,0.265,1
407,Nb2O5,SiO2,0.0533,0.169,0.726,0.000,0.8684,3.4,0.20,joint_window*gap_min,cross-group,1.097,0.101,1
408,HfO2,La2O3,0.0511,0.350,0.754,0.000,0.8597,5.5,0.20,disorder_max*dose_slope_min,cross-group|weak-transport,0.871,0.119,1
409,Ga2O3,ScF3,0.0466,0.246,1.050,0.216,0.8552,4.8,0.45,air_max*gap_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.238,0.040,1
410,Na2O,Sb2O5,0.0436,0.274,0.423,0.060,0.8624,3.0,0.20,de_avg*joint_window,anode<->cathode|cross-group|weak-transport,1.048,0.165,1
411,GeO2,WO3,0.0436,0.472,0.518,0.000,0.8297,2.7,0.20,joint_window*transport_min,cross-group|weak-transport,1.063,0.100,1
412,Li2O,WO3,0.0409,0.245,0.898,0.000,0.8680,2.7,0.20,joint_window*gap_min,cross-group,1.181,0.109,1
413,GeO2,SrO,0.0408,0.512,0.518,0.000,0.8297,4.5,0.20,de_avg*joint_window,cross-group|weak-transport,1.127,0.163,1
414,Ga2O3,GeO2,0.0389,0.379,0.778,0.000,0.8297,4.5,0.20,transport_min*blocking_max,weak-transport,0.980,0.076,1
415,ScF3,ZrO2,0.0338,0.265,0.834,0.000,0.8932,5.5,0.45,group_cross*joint_window,oxyfluoride,1.090,0.091,1
416,Al2O3,ScF3,0.0298,0.262,0.834,0.000,0.8756,8.8,0.45,de_avg*joint_window,oxyfluoride|cross-group|insulating,1.543,0.075,1
417,GeO2,Na2O,0.0263,0.527,0.518,0.000,0.8297,4.5,0.20,de_avg*joint_window,cross-group|weak-transport,1.310,0.179,1
418,CrO3,MnO,0.0218,0.408,0.411,0.000,0.8535,2.0,0.20,air_max*gap_min,weak-transport|collapse-member,0.884,0.072,1
419,CaF2,Sm2O3,0.0093,0.161,0.898,0.000,0.8759,4.6,0.45,de_avg*joint_window,oxyfluoride|cross-group,1.140,0.085,1
420,CrO3,La2O3,0.0065,0.201,0.617,0.206,0.8668,2.0,0.20,air_max*gap_min,anode<->cathode|cross-group,0.877,0.077,1
421,Ga2O3,ZnO,0.0046,0.187,0.791,0.013,0.8552,3.3,0.60,joint_window*gap_min,cross-group|weak-transport,0.889,0.056,1
422,LiF,V2O5,-0.0061,0.257,0.898,0.000,0.8693,2.3,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.599,0.134,1
423,CrO3,SnO2,-0.0067,0.314,0.423,0.000,0.8668,2.0,0.20,de_avg*joint_window,cross-group,0.780,0.136,1
424,AlF3,Nd2O3,-0.0123,0.209,0.768,0.000,0.8427,4.7,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.146,0.102,1
425,LaF3,SiO2,-0.0125,0.142,0.726,0.000,0.8684,9.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,0.783,0.086,1
426,Al2O3,TiO2,-0.0147,0.134,0.768,0.000,0.8641,3.2,0.20,joint_window*gap_min,cross-group|weak-transport,0.894,0.099,1
427,Sm2O3,ZnO,-0.0157,0.092,0.652,0.077,0.8633,3.3,0.60,joint_window*gap_min,anode<->cathode|cross-group|weak-transport,1.639,0.087,1
428,SnO2,TiO2,-0.0189,0.259,0.423,0.000,0.8641,3.2,0.20,de_avg*joint_window,cross-group|weak-transport,0.758,0.183,1
429,NdF3,ZrF4,-0.0225,0.702,0.402,0.000,0.8566,9.0,0.45,joint_window*gap_min,cross-group|insulating|weak-transport,0.870,0.272,1
430,Li2O,Sm2O3,-0.0260,0.127,0.898,0.000,0.8759,4.6,0.20,joint_window*transport_min,cross-group,1.573,0.064,1
431,LaF3,SrO,-0.0315,0.210,0.585,0.167,0.8737,6.0,0.45,joint_window*gap_min,anode<->cathode|oxyfluoride|cross-group,0.995,0.145,1
432,MnO,MoO3,-0.0325,0.446,0.414,0.000,0.8419,3.0,0.20,joint_window*transport_min,weak-transport|collapse-member,0.748,0.101,1
433,La2O3,Sb2O5,-0.0329,0.194,0.617,0.247,0.8727,3.0,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group,0.990,0.085,1
434,SrO,TiF4,-0.0390,0.418,0.343,0.000,0.8729,6.0,0.45,de_avg*joint_window,oxyfluoride|cross-group,0.922,0.262,1
435,Al2O3,TiF4,-0.0416,0.112,0.768,0.000,0.8729,7.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,0.825,0.079,1
436,Na2O,TiF4,-0.0451,0.349,0.343,0.000,0.8624,5.0,0.45,de_avg*joint_window,oxyfluoride|cross-group|weak-transport,1.105,0.248,1
437,HfO2,MnO,-0.0459,0.205,0.754,0.000,0.8535,3.9,0.20,joint_window*gap_min,weak-transport|collapse-member,1.438,0.099,1
438,LaF3,MnO,-0.0461,0.186,0.418,0.000,0.8535,3.9,0.45,group_cross*joint_window,oxyfluoride|cross-group|weak-transport|collapse-member,1.123,0.108,1
439,GeO2,ZrF4,-0.0541,0.392,0.518,0.000,0.8297,4.5,0.45,de_avg*joint_window,oxyfluoride|cross-group|weak-transport,1.198,0.133,1
440,LaF3,MgF2,-0.0553,0.276,0.797,0.000,0.8699,10.0,0.45,air_max*gap_min,cross-group|insulating,0.997,0.061,1
441,GeO2,NiO,-0.0575,0.493,0.518,0.000,0.8297,4.0,0.60,de_avg*joint_window,cross-group|weak-transport|collapse-member,1.304,0.178,1
442,Nd2O3,Sb2O5,-0.0576,0.524,0.622,0.220,0.9189,3.0,0.20,transport_min*blocking_max,anode<->cathode|cross-group,1.262,0.101,1
443,AlF3,LaF3,-0.0607,0.247,0.768,0.000,0.8427,10.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.480,0.076,1
444,SnO2,SrO,-0.0608,0.373,0.423,0.000,0.8737,3.6,0.20,de_avg*joint_window,cross-group,0.855,0.222,1
445,MnO,SiO2,-0.0638,0.204,0.726,0.000,0.8535,3.9,0.20,joint_window*gap_min,cross-group|weak-transport|collapse-member,1.019,0.083,1
446,Al2O3,SnO2,-0.0667,0.158,0.768,0.000,0.8756,3.6,0.20,joint_window*gap_min,,1.002,0.096,1
447,HfO2,LaF3,-0.0680,0.081,0.754,0.000,0.8597,5.7,0.45,air_max*gap_min,oxyfluoride|cross-group|weak-transport,1.315,0.090,1
448,Li2O,V2O5,-0.0697,0.259,0.898,0.000,0.8693,2.3,0.20,joint_window*gap_min,cross-group,1.390,0.138,1
449,CaF2,V2O5,-0.0853,0.243,0.898,0.000,0.8693,2.3,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.548,0.134,1
450,CrO3,SiO2,-0.0862,0.189,0.726,0.000,0.8668,2.0,0.20,joint_window*gap_min,cross-group,1.125,0.112,1
451,Sb2O5,SrO,-0.0871,0.270,0.423,0.060,0.8737,3.0,0.20,de_avg*joint_window,anode<->cathode|cross-group,0.968,0.148,1
452,Na2O,WO3,-0.0892,0.219,0.423,0.000,0.8624,2.7,0.20,de_avg*joint_window,cross-group|weak-transport,0.921,0.114,1
453,CaF2,Fe2O3,-0.0913,0.256,0.898,0.000,0.8774,2.2,0.45,joint_window*gap_min,oxyfluoride|cross-group|collapse-member,2.009,0.111,0
454,SnO2,ZrF4,-0.0934,0.365,0.427,0.004,0.8924,3.6,0.45,de_avg*joint_window,oxyfluoride|cross-group,0.879,0.162,1
455,MgO,Nb2O5,-0.0955,0.330,0.735,0.000,0.9112,3.4,0.20,joint_window*gap_min,cross-group,0.956,0.111,1
456,Na2O,ZrO2,-0.0974,0.318,0.347,0.004,0.8624,5.0,0.20,de_avg*joint_window,cross-group|weak-transport,0.736,0.222,1
457,LiF,WO3,-0.1005,0.227,0.898,0.000,0.8680,2.7,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.340,0.098,1
458,LaF3,Na2O,-0.1026,0.134,0.585,0.167,0.8624,5.0,0.45,de_avg*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.962,0.136,1
459,NdF3,Sb2O5,-0.1039,0.133,0.622,0.220,0.8566,3.0,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.982,0.084,1
460,Al2O3,CoO,-0.1085,0.160,0.768,0.000,0.8756,2.5,0.60,joint_window*gap_min,cross-group|collapse-member,1.174,0.079,1
461,LaF3,NdF3,-0.1127,0.656,0.445,0.027,0.8566,9.0,0.45,joint_window*gap_min,insulating|weak-transport,0.991,0.239,1
462,GeO2,ZrO2,-0.1138,0.495,0.518,0.000,0.8297,4.5,0.20,de_avg*joint_window,cross-group|weak-transport,1.040,0.132,1
463,CrO3,Na2O,-0.1142,0.319,0.423,0.012,0.8624,2.0,0.20,de_avg*joint_window,cross-group|weak-transport,1.095,0.140,1
464,MoO3,SnO2,-0.1146,0.397,0.423,0.000,0.8419,3.0,0.20,de_avg*joint_window,cross-group|weak-transport,0.813,0.117,1
465,Fe2O3,SiO2,-0.1146,0.187,0.726,0.000,0.8684,2.2,0.20,joint_window*gap_min,cross-group|collapse-member,1.244,0.113,1
466,Fe2O3,HfO2,-0.1154,0.223,0.754,0.000,0.8597,2.2,0.20,joint_window*gap_min,weak-transport|collapse-member,1.756,0.140,1
467,SiO2,Sm2O3,-0.1155,0.149,0.726,0.000,0.8684,4.6,0.20,joint_window*gap_min,cross-group,1.489,0.086,1
468,NdF3,SnO2,-0.1207,0.083,0.622,0.199,0.8566,3.6,0.45,de_avg*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.929,0.107,1
469,Al2O3,AlF3,-0.1222,0.236,0.768,0.000,0.8427,8.8,0.45,group_cross*joint_window,oxyfluoride|insulating|weak-transport,1.643,0.096,1
470,AlF3,V2O5,-0.1223,0.207,0.768,0.000,0.8427,2.3,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.549,0.114,1
471,Al2O3,NiO,-0.1233,0.105,0.768,0.000,0.8756,4.0,0.60,joint_window*gap_min,cross-group|collapse-member,1.089,0.077,1
472,Sm2O3,SnO2,-0.1238,0.210,0.652,0.151,0.8759,3.6,0.20,joint_window*gap_min,anode<->cathode|cross-group,1.523,0.100,1
473,GeO2,MoO3,-0.1255,0.456,0.518,0.000,0.8297,3.0,0.20,joint_window*transport_min,cross-group|weak-transport,0.791,0.103,1
474,GeO2,Y2O3,-0.1300,0.424,0.891,0.000,0.8297,4.5,0.20,air_max*transport_min,cross-group|weak-transport,1.143,0.108,1
475,AlF3,MoO3,-0.1311,0.200,0.768,0.000,0.8419,3.0,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.328,0.102,1
476,Ga2O3,YF3,-0.1316,0.239,1.064,0.216,0.8552,4.8,0.45,air_max*gap_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.155,0.037,1
477,LiF,MoO3,-0.1323,0.408,0.898,0.000,0.8419,3.0,0.45,disorder_max*dose_slope_min,oxyfluoride|cross-group|weak-transport,1.518,0.122,1
478,Ga2O3,SiO2,-0.1332,0.365,0.942,0.164,0.8552,4.8,0.20,group_cross*joint_window,anode<->cathode|weak-transport,0.968,0.081,1
479,Fe2O3,Li2O,-0.1356,0.349,0.898,0.000,0.8827,2.2,0.20,joint_window*gap_min,cross-group|collapse-member,1.525,0.119,1
480,BaO,GeO2,-0.1398,0.411,0.518,0.000,0.8297,4.0,0.20,de_avg*joint_window,cross-group|weak-transport,1.144,0.155,1
481,Ga2O3,Na2O,-0.1424,0.148,0.778,0.000,0.8552,4.8,0.20,joint_window*gap_min,cross-group|weak-transport,0.946,0.045,1
482,Al2O3,MgF2,-0.1430,0.204,0.797,0.000,0.8699,8.8,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,1.100,0.060,1
483,MgF2,MnO,-0.1462,0.305,0.797,0.000,0.8535,3.9,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport|collapse-member,1.389,0.079,1
484,CaF2,Nd2O3,-0.1481,0.168,0.898,0.000,0.8774,4.7,0.45,de_avg*joint_window,oxyfluoride|cross-group,1.156,0.088,1
485,AlF3,Fe2O3,-0.1484,0.361,0.768,0.000,0.8427,2.2,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport|collapse-member,2.003,0.117,0
486,BaO,MoO3,-0.1500,0.340,0.423,0.009,0.8419,3.0,0.20,joint_window*transport_min,cross-group|weak-transport,0.760,0.092,1
487,LaF3,YF3,-0.1505,0.374,0.848,0.000,0.8784,10.0,0.45,air_max*gap_min,cross-group|insulating,1.405,0.082,1
488,AlF3,CrO3,-0.1506,0.297,0.768,0.000,0.8427,2.0,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.686,0.107,1
489,MgO,Ta2O5,-0.1528,0.119,0.735,0.000,0.8766,4.0,0.20,joint_window*gap_min,cross-group,1.124,0.096,1
490,B2O3,MgF2,-0.1543,0.723,0.974,0.177,0.8199,6.2,0.45,transport_min*blocking_max,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.767,0.118,1
491,Ag2O,MnO,-0.1629,0.738,0.417,0.000,0.8535,1.3,1.00,de_avg*joint_window,air-protect|weak-transport|collapse-member,1.417,0.116,1
492,B2O3,MgO,-0.1668,0.602,0.912,0.177,0.8199,6.2,0.20,transport_min*blocking_max,anode<->cathode|cross-group|weak-transport,1.341,0.090,1
493,BaO,SnO2,-0.1676,0.455,0.423,0.000,0.8893,3.6,0.20,de_avg*joint_window,cross-group,0.923,0.238,1
494,LiF,Nd2O3,-0.1779,0.202,0.898,0.000,0.8889,4.7,0.45,joint_window*transport_min,oxyfluoride|cross-group,1.623,0.077,1
495,GeO2,Sm2O3,-0.1804,0.349,0.652,0.134,0.8297,4.5,0.20,joint_window*gap_min,anode<->cathode|cross-group|weak-transport,1.118,0.093,1
496,CaO,ZrF4,-0.1810,0.336,0.898,0.000,0.8924,7.0,0.45,joint_window*transport_min,oxyfluoride|cross-group|insulating,1.095,0.074,1
497,Na2O,Sm2O3,-0.1858,0.200,0.572,0.071,0.8624,4.6,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group|weak-transport,1.501,0.117,1
498,Al2O3,YF3,-0.1868,0.288,0.848,0.000,0.8756,8.8,0.45,de_avg*joint_window,oxyfluoride|cross-group|insulating,1.298,0.075,1
499,NdF3,ZnO,-0.1893,0.112,0.622,0.047,0.8566,3.3,0.60,de_avg*joint_window,oxyfluoride|cross-group|weak-transport,0.957,0.104,1
500,WO3,ZnO,-0.1926,0.123,0.575,0.000,0.8633,2.7,0.60,disorder_max*dose_slope_min,weak-transport,0.842,0.066,1
501,LaF3,Ta2O5,-0.1948,0.221,0.552,0.134,0.8766,4.0,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group,0.985,0.053,1
502,Al2O3,BaO,-0.1962,0.129,0.768,0.000,0.8756,4.0,0.20,joint_window*gap_min,cross-group,1.015,0.083,1
503,Fe2O3,SnO2,-0.1962,0.413,0.423,0.000,0.8827,2.2,0.20,de_avg*joint_window,cross-group|collapse-member,0.771,0.138,1
504,LaF3,TiF4,-0.1990,0.271,0.549,0.131,0.8729,7.0,0.45,joint_window*gap_min,anode<->cathode|cross-group|insulating,0.840,0.150,1
505,HfO2,ZrF4,-0.2041,0.125,0.754,0.000,0.8597,5.7,0.45,group_cross*joint_window,oxyfluoride|weak-transport,1.353,0.104,1
506,Nd2O3,SiO2,-0.2080,0.086,0.726,0.000,0.8684,4.7,0.20,joint_window*gap_min,cross-group,1.593,0.083,1
507,MnO,Sm2O3,-0.2087,0.247,0.501,0.000,0.8535,3.9,0.20,group_cross*joint_window,cross-group|weak-transport|collapse-member,1.502,0.070,1
508,Nd2O3,SnO2,-0.2112,0.412,0.622,0.199,0.9078,3.6,0.20,transport_min*blocking_max,anode<->cathode|cross-group,1.590,0.110,1
509,NiO,SrO,-0.2121,0.416,0.343,0.000,0.8737,4.0,0.60,de_avg*joint_window,cross-group|collapse-member,0.964,0.251,1
510,AlF3,La2O3,-0.2151,0.181,0.768,0.000,0.8427,5.5,0.45,air_max*gap_min,oxyfluoride|cross-group|weak-transport,1.015,0.096,1
