,model,phonon_softening,model,dataset
19465,grace,1.0237226055231488,grace,OAM
19466,grace,0.7710341972264277,grace,OAM
19467,grace,1.0160218412378073,grace,OAM
19468,grace,1.009195877862039,grace,OAM
19469,grace,0.9508078464758647,grace,OAM
19470,grace,0.9519265776879025,grace,OAM
19471,grace,1.0089562816690871,grace,OAM
19472,grace,0.9935075947970066,grace,OAM
19473,grace,1.027112066534853,grace,OAM
19474,grace,1.0283855003289788,grace,OAM
19475,grace,1.025319416848262,grace,OAM
19476,grace,1.0224643604614545,grace,OAM
19477,grace,1.023760707594074,grace,OAM
19478,grace,1.0217407134644998,grace,OAM
19479,grace,0.9323856119229951,grace,OAM
19480,grace,1.0146278581546295,grace,OAM
19481,grace,0.9963549435093757,grace,OAM
19482,grace,0.9768580409573159,grace,OAM
19483,grace,0.9782335592677956,grace,OAM
19484,grace,0.9864840627875474,grace,OAM
19485,grace,0.9888438591767046,grace,OAM
19486,grace,0.9619687479109568,grace,OAM
19487,grace,0.99335030979737,grace,OAM
19488,grace,1.001557745046062,grace,OAM
19489,grace,1.0365194685494648,grace,OAM
19490,grace,0.9920081336207847,grace,OAM
19491,grace,0.9888434560088701,grace,OAM
19492,grace,0.9865853470327327,grace,OAM
19493,grace,0.9753001843410085,grace,OAM
19494,grace,0.9980026228403847,grace,OAM
19495,grace,0.9491300985365566,grace,OAM
19496,grace,1.0004225113491272,grace,OAM
19497,grace,0.9824031617686861,grace,OAM
19498,grace,1.0114265873176014,grace,OAM
19499,grace,0.974268928009768,grace,OAM
19500,grace,0.9823700409926105,grace,OAM
19501,grace,0.8049367336780138,grace,OAM
19502,grace,1.007210648544617,grace,OAM
19503,grace,0.9614928543418881,grace,OAM
19504,grace,0.9915930553631847,grace,OAM
19505,grace,0.9810329912536707,grace,OAM
19506,grace,0.9799746584808346,grace,OAM
19507,grace,0.9978951108764066,grace,OAM
19508,grace,1.001137504812403,grace,OAM
19509,grace,0.9725074799617699,grace,OAM
19510,grace,1.0169194233969228,grace,OAM
19511,grace,1.0132766302239844,grace,OAM
19512,grace,0.8285971438810382,grace,OAM
19513,grace,0.9597871012728572,grace,OAM
19514,grace,0.9249222402930615,grace,OAM
19515,grace,0.9999381057802985,grace,OAM
19516,grace,0.9884274619138345,grace,OAM
19517,grace,0.9980877580522094,grace,OAM
19518,grace,1.0250243785532378,grace,OAM
19519,grace,1.0173246141049275,grace,OAM
19520,grace,0.9159303821119621,grace,OAM
19521,grace,0.965475264434465,grace,OAM
19522,grace,0.9621362434041305,grace,OAM
19523,grace,1.0200929618915484,grace,OAM
19524,grace,1.0154732352802465,grace,OAM
19525,grace,0.9600025033384728,grace,OAM
19526,grace,0.9321105520400955,grace,OAM
19527,grace,0.9520045480522927,grace,OAM
19528,grace,0.9612667918228485,grace,OAM
19529,grace,0.9755187952828417,grace,OAM
19530,grace,1.0098750269504682,grace,OAM
19531,grace,1.0000941000030454,grace,OAM
19532,grace,0.9872174544179146,grace,OAM
19533,grace,0.9925875271297749,grace,OAM
19534,grace,0.9654393993403302,grace,OAM
19535,grace,0.9396799983140782,grace,OAM
19536,grace,0.9906979745431732,grace,OAM
19537,grace,0.9834427465902207,grace,OAM
19538,grace,1.0045561043371003,grace,OAM
19539,grace,0.9991163089885632,grace,OAM
19540,grace,1.0297084314420626,grace,OAM
19541,grace,1.0067204143366406,grace,OAM
19542,grace,0.9948283460086266,grace,OAM
19543,grace,0.9802387661305103,grace,OAM
19544,grace,1.0273698195537018,grace,OAM
19545,grace,1.0155919605619634,grace,OAM
19546,grace,1.0177891554998526,grace,OAM
19547,grace,1.0162647091662635,grace,OAM
19548,grace,1.0153411531555567,grace,OAM
19549,grace,1.016311793746574,grace,OAM
19550,grace,1.0155791347182368,grace,OAM
19551,grace,1.0177657079185145,grace,OAM
19552,grace,1.014652563136754,grace,OAM
19553,grace,1.0590598568382714,grace,OAM
19554,grace,1.0047033281243758,grace,OAM
19555,grace,1.0078209735791614,grace,OAM
19556,grace,0.9837769823344875,grace,OAM
19557,grace,0.9979001559052545,grace,OAM
19558,grace,1.0012784556619811,grace,OAM
19559,grace,0.9978036066963323,grace,OAM
19560,grace,0.9937745974222942,grace,OAM
19561,grace,0.9810590139833782,grace,OAM
19562,grace,0.9999515547291393,grace,OAM
19563,grace,0.9978243377420958,grace,OAM
19564,grace,0.9799490909634775,grace,OAM
19565,grace,0.9920861160518184,grace,OAM
19566,grace,0.9048239161505779,grace,OAM
19567,grace,0.9437971148925649,grace,OAM
19568,grace,0.990305250965917,grace,OAM
19569,grace,0.9844060171487216,grace,OAM
19570,grace,0.9819859691535846,grace,OAM
19571,grace,1.000364047417082,grace,OAM
19572,grace,0.9996931163333846,grace,OAM
19573,grace,0.9648915706839427,grace,OAM
19574,grace,1.000470536198771,grace,OAM
19575,grace,0.9683685424241197,grace,OAM
19576,grace,0.9659673431135438,grace,OAM
19577,grace,0.9683856219957169,grace,OAM
19578,grace,0.9492220106606306,grace,OAM
19579,grace,0.9571291340481568,grace,OAM
19580,grace,0.9882338234546317,grace,OAM
19581,grace,1.0047534902762678,grace,OAM
19582,grace,1.0026062795881359,grace,OAM
19583,grace,0.9458782896054988,grace,OAM
19584,grace,0.9285638161019754,grace,OAM
19585,grace,1.009399113617269,grace,OAM
19586,grace,0.97648949300004,grace,OAM
19587,grace,0.9947584283396643,grace,OAM
19588,grace,0.9291550673072985,grace,OAM
19589,grace,0.9624832140500684,grace,OAM
19590,grace,0.9615529343994536,grace,OAM
19591,grace,0.9667197640471392,grace,OAM
19592,grace,0.9654270139884883,grace,OAM
19593,grace,0.9509861667599754,grace,OAM
19594,grace,0.976066283765743,grace,OAM
19595,grace,0.978655912329623,grace,OAM
19596,grace,0.9734292816746661,grace,OAM
19597,grace,0.9823091286097211,grace,OAM
19598,grace,0.952895300921587,grace,OAM
19599,grace,0.9648093184336777,grace,OAM
19600,grace,0.9647847372557866,grace,OAM
19601,grace,0.9801988159469536,grace,OAM
19602,grace,0.969688789388164,grace,OAM
19603,grace,1.012203469144114,grace,OAM
19604,grace,0.9736036278027829,grace,OAM
19605,grace,1.025045994849923,grace,OAM
19606,grace,0.9854127369326117,grace,OAM
19607,grace,1.005948409076092,grace,OAM
19608,grace,0.9343421001768571,grace,OAM
19609,grace,0.9581794498826696,grace,OAM
19610,grace,0.9274963112236191,grace,OAM
19611,grace,0.9337017133151866,grace,OAM
19612,grace,0.9400128705563819,grace,OAM
19613,grace,0.9386626005248085,grace,OAM
19614,grace,0.9443695104439317,grace,OAM
19615,grace,0.9505454184401833,grace,OAM
19616,grace,0.9641081122202859,grace,OAM
19617,grace,1.001894373222582,grace,OAM
19618,grace,0.9955861527863646,grace,OAM
19619,grace,1.010122122014905,grace,OAM
19620,grace,0.9097148664778731,grace,OAM
19621,grace,0.9906883300480367,grace,OAM
19622,grace,0.9600993200949738,grace,OAM
19623,grace,0.9983612832389418,grace,OAM
19624,grace,0.9898620984092632,grace,OAM
19625,grace,1.0183900190320219,grace,OAM
19626,grace,0.9909184962816275,grace,OAM
19627,grace,0.9945686152000596,grace,OAM
19628,grace,0.9969978850409321,grace,OAM
19629,grace,1.0474959693773471,grace,OAM
19630,grace,0.9853976753822881,grace,OAM
19631,grace,0.9504308661173285,grace,OAM
19632,grace,1.0001098478479753,grace,OAM
19633,grace,0.9886799534704639,grace,OAM
19634,grace,0.9797567556603699,grace,OAM
19635,grace,0.973022417687247,grace,OAM
19636,grace,0.9745501278995135,grace,OAM
19637,grace,0.9444860231376907,grace,OAM
19638,grace,0.9957285402284499,grace,OAM
19639,grace,1.0153866350123517,grace,OAM
19640,grace,0.9962800693634523,grace,OAM
19641,grace,0.9721264171852647,grace,OAM
19642,grace,0.9465963524137434,grace,OAM
19643,grace,1.0037674989000702,grace,OAM
19644,grace,0.9884968462043503,grace,OAM
19645,grace,1.012187537529524,grace,OAM
19646,grace,1.0072215558275526,grace,OAM
19647,grace,0.9759701093093982,grace,OAM
19648,grace,0.9621010481787454,grace,OAM
19649,grace,0.9936480599699956,grace,OAM
19650,grace,1.038179836504344,grace,OAM
19651,grace,0.9973758900762805,grace,OAM
19652,grace,0.9842743133763197,grace,OAM
19653,grace,0.9872505613758776,grace,OAM
19654,grace,0.9892065818697302,grace,OAM
19655,grace,0.9893981369816174,grace,OAM
19656,grace,1.0073028147927803,grace,OAM
19657,grace,0.9600849207052894,grace,OAM
19658,grace,1.0562054009674446,grace,OAM
19659,grace,1.0297392134112278,grace,OAM
19660,grace,1.0044019973201197,grace,OAM
19661,grace,0.9895021600761832,grace,OAM
19662,grace,0.9955604216283536,grace,OAM
19663,grace,0.9717005817260619,grace,OAM
19664,grace,0.9911736563192978,grace,OAM
19665,grace,0.9842819863966404,grace,OAM
19666,grace,0.9858583349742498,grace,OAM
19667,grace,0.9630457721864364,grace,OAM
19668,grace,0.9881072461284951,grace,OAM
19669,grace,1.0108185198872353,grace,OAM
19670,grace,0.9979011880036817,grace,OAM
19671,grace,0.9983797342263199,grace,OAM
19672,grace,1.0189360414561306,grace,OAM
19673,grace,0.9832370193135526,grace,OAM
19674,grace,1.014050632496805,grace,OAM
19675,grace,0.9606201219252435,grace,OAM
19676,grace,0.9543999047048561,grace,OAM
19677,grace,1.0085078457163887,grace,OAM
19678,grace,0.9780054421549648,grace,OAM
19679,grace,0.9648461785694609,grace,OAM
19680,grace,1.0016548440291977,grace,OAM
19681,grace,1.021688421499492,grace,OAM
19682,grace,1.0011433864154946,grace,OAM
19683,grace,0.9501545956980546,grace,OAM
19684,grace,0.9435370338141649,grace,OAM
19685,grace,1.000548126192281,grace,OAM
19686,grace,0.99509079183787,grace,OAM
19687,grace,1.0191536131324808,grace,OAM
19688,grace,0.8118251606522351,grace,OAM
19689,grace,0.9867041425607682,grace,OAM
19690,grace,1.0044747650614532,grace,OAM
19691,grace,1.0111639267169035,grace,OAM
19692,grace,0.9912804372151498,grace,OAM
19693,grace,0.9690444335586448,grace,OAM
19694,grace,0.9925793358091609,grace,OAM
19695,grace,0.972496946131967,grace,OAM
19696,grace,1.0196221994586376,grace,OAM
19697,grace,0.9635492462736823,grace,OAM
19698,grace,1.0383159283073058,grace,OAM
19699,grace,1.0014508618135143,grace,OAM
19700,grace,0.9248606890037923,grace,OAM
19701,grace,0.9412521155385812,grace,OAM
19702,grace,1.0461670592137904,grace,OAM
19703,grace,0.9835687111294038,grace,OAM
19704,grace,1.0056092073525171,grace,OAM
19705,grace,0.964900164056395,grace,OAM
19706,grace,1.0002749452545443,grace,OAM
19707,grace,0.9786321046095033,grace,OAM
19708,grace,0.9839798973206466,grace,OAM
19709,grace,1.072985234455027,grace,OAM
19710,grace,1.0186642709567342,grace,OAM
19711,grace,0.9974868538363705,grace,OAM
19712,grace,0.9914661634484246,grace,OAM
19713,grace,0.9456664492786587,grace,OAM
19714,grace,0.9584589281864545,grace,OAM
19715,grace,0.9967806911374527,grace,OAM
19716,grace,1.0583257830676105,grace,OAM
19717,grace,1.0061543418480936,grace,OAM
19718,grace,0.9693890274327903,grace,OAM
19719,grace,0.9577166636778612,grace,OAM
19720,grace,0.9897758458062272,grace,OAM
19721,grace,0.9761085123219455,grace,OAM
19722,grace,0.9957941986897417,grace,OAM
19723,grace,0.9479937085302903,grace,OAM
19724,grace,1.0007330664196732,grace,OAM
19725,grace,0.9572274957330837,grace,OAM
19726,grace,0.9543812716529755,grace,OAM
19727,grace,0.9793726429633528,grace,OAM
19728,grace,1.042311142671434,grace,OAM
19729,grace,0.9731612211306895,grace,OAM
19730,grace,1.0108362106532538,grace,OAM
19731,grace,0.9831612537348949,grace,OAM
19732,grace,0.9982069622706392,grace,OAM
19733,grace,1.0459001046593155,grace,OAM
19734,grace,1.0181515926050844,grace,OAM
19735,grace,0.9995529846802413,grace,OAM
19736,grace,0.9957483668134158,grace,OAM
19737,grace,0.9006763409779306,grace,OAM
19738,grace,0.9635238091832172,grace,OAM
19739,grace,0.9755412876032925,grace,OAM
19740,grace,1.0082508596487019,grace,OAM
19741,grace,0.989858046064596,grace,OAM
19742,grace,1.1244472775175551,grace,OAM
19743,grace,1.0072343871939469,grace,OAM
19744,grace,0.9861651558211132,grace,OAM
19745,grace,0.9782780406513449,grace,OAM
19746,grace,1.1126315319464322,grace,OAM
19747,grace,0.9656342612881977,grace,OAM
19748,grace,0.901321769317704,grace,OAM
19749,grace,0.9774313170566987,grace,OAM
19750,grace,0.9950666148364261,grace,OAM
19751,grace,0.9131537994939531,grace,OAM
19752,grace,0.9987148165968918,grace,OAM
19753,grace,0.9524517434991775,grace,OAM
19754,grace,1.0817651620932924,grace,OAM
19755,grace,1.0009339810135804,grace,OAM
19756,grace,1.0044857521580022,grace,OAM
19757,grace,0.9908414909281285,grace,OAM
19758,grace,0.9787402957081844,grace,OAM
19759,grace,1.0194511598701463,grace,OAM
19760,grace,1.003559986131458,grace,OAM
19761,grace,0.9850239867108462,grace,OAM
19762,grace,1.0048909130376997,grace,OAM
19763,grace,0.9695562409084958,grace,OAM
19764,grace,1.0256135930273091,grace,OAM
19765,grace,1.0015535037681413,grace,OAM
19766,grace,0.982089665476958,grace,OAM
19767,grace,0.9988113367176094,grace,OAM
19768,grace,1.0427023355383604,grace,OAM
19769,grace,0.9739032101910047,grace,OAM
19770,grace,0.9945902928753744,grace,OAM
19771,grace,0.970330531192881,grace,OAM
19772,grace,0.9836017804557743,grace,OAM
19773,grace,0.9542106188281704,grace,OAM
19774,grace,1.0146649964111434,grace,OAM
19775,grace,0.9802776530351847,grace,OAM
19776,grace,1.006199806969939,grace,OAM
19777,grace,1.0154763998893759,grace,OAM
19778,grace,0.9994042202603443,grace,OAM
19779,grace,1.0031188951526513,grace,OAM
19780,grace,0.9743155647440042,grace,OAM
19781,grace,1.0033552720146484,grace,OAM
19782,grace,0.987663545299029,grace,OAM
19783,grace,0.9541017141184339,grace,OAM
19784,grace,0.9787986375488891,grace,OAM
19785,grace,0.9322916173793684,grace,OAM
19786,grace,1.0050784395010446,grace,OAM
19787,grace,1.067538453976261,grace,OAM
19788,grace,0.9893753450586185,grace,OAM
19789,grace,0.9973425114984031,grace,OAM
19790,grace,0.9795780431405684,grace,OAM
19791,grace,0.998156331389334,grace,OAM
19792,grace,0.9798229997500851,grace,OAM
19793,grace,1.0292159031594177,grace,OAM
19794,grace,1.017292331287589,grace,OAM
19795,grace,1.003937919517388,grace,OAM
19796,grace,1.064827658769184,grace,OAM
19797,grace,0.9936052125128583,grace,OAM
19798,grace,0.9147854578608656,grace,OAM
19799,grace,1.0085314211803407,grace,OAM
19800,grace,0.9989889133097359,grace,OAM
19801,grace,0.9717951292154955,grace,OAM
19802,grace,0.9801757380609273,grace,OAM
19803,grace,0.9823519766152176,grace,OAM
19804,grace,0.97618157265258,grace,OAM
19805,grace,1.0234327676247545,grace,OAM
19806,grace,0.9095114726478306,grace,OAM
19807,grace,0.9907182594722553,grace,OAM
19808,grace,1.1329849275978616,grace,OAM
19809,grace,1.0045508519821227,grace,OAM
19810,grace,0.9990381131367603,grace,OAM
19811,grace,0.9794153003978365,grace,OAM
19812,grace,0.9875541940151348,grace,OAM
19813,grace,0.9971370169956618,grace,OAM
19814,grace,1.0071235140460522,grace,OAM
19815,grace,0.9202735880466232,grace,OAM
19816,grace,1.0017185202570253,grace,OAM
19817,grace,0.9910506298410884,grace,OAM
19818,grace,1.0089833826271388,grace,OAM
19819,grace,0.9969398911964913,grace,OAM
19820,grace,1.018497906838705,grace,OAM
19821,grace,0.9840815430986298,grace,OAM
19822,grace,0.8870411654976725,grace,OAM
19823,grace,1.0705028093768467,grace,OAM
19824,grace,1.0073984601657813,grace,OAM
19825,grace,0.9749283177522936,grace,OAM
19826,grace,0.9777788802381955,grace,OAM
19827,grace,1.1275518330896435,grace,OAM
19828,grace,1.0541336668844157,grace,OAM
19829,grace,1.307886261596596,grace,OAM
19830,grace,0.9800207538426821,grace,OAM
19831,grace,1.0593404032812577,grace,OAM
19832,grace,1.148668682827547,grace,OAM
19833,grace,0.9859219313488801,grace,OAM
19834,grace,0.9831269340637129,grace,OAM
19835,grace,0.9484444873853076,grace,OAM
19836,grace,0.9953316551731172,grace,OAM
19837,grace,1.044750283185881,grace,OAM
19838,grace,0.9944449574532657,grace,OAM
19839,grace,0.9948823473289369,grace,OAM
19840,grace,0.987911774683533,grace,OAM
19841,grace,1.0094137575925153,grace,OAM
19842,grace,0.9613747862190954,grace,OAM
19843,grace,0.9984441307021715,grace,OAM
19844,grace,0.9802086298817048,grace,OAM
19845,grace,1.0056421735660905,grace,OAM
19846,grace,0.9853934843521166,grace,OAM
19847,grace,0.9898485033523496,grace,OAM
19848,grace,1.032557800070169,grace,OAM
19849,grace,0.9815799699617047,grace,OAM
19850,grace,1.0085202124150567,grace,OAM
19851,grace,1.0101695956463699,grace,OAM
19852,grace,0.9832542551403413,grace,OAM
19853,grace,1.0050757484879695,grace,OAM
19854,grace,0.9730749712971071,grace,OAM
19855,grace,0.9850121617176099,grace,OAM
19856,grace,0.9899081155830163,grace,OAM
19857,grace,1.0082901113558456,grace,OAM
19858,grace,1.0051139333956007,grace,OAM
19859,grace,0.9882013088220978,grace,OAM
19860,grace,0.9886988763774001,grace,OAM
19861,grace,0.9890106522067441,grace,OAM
19862,grace,1.000380665192063,grace,OAM
19863,grace,0.994831140710663,grace,OAM
19864,grace,1.0322172629607163,grace,OAM
19865,grace,0.9879815245814394,grace,OAM
19866,grace,1.0050828972700951,grace,OAM
19867,grace,0.9982213079983031,grace,OAM
19868,grace,1.0312489837368988,grace,OAM
19869,grace,1.1470720610471161,grace,OAM
19870,grace,0.9988177782478299,grace,OAM
19871,grace,1.0267707577362752,grace,OAM
19872,grace,0.9751266901811881,grace,OAM
19873,grace,0.9464507327613263,grace,OAM
19874,grace,0.9668239364403255,grace,OAM
19875,grace,0.969631963984609,grace,OAM
19876,grace,1.0023770066754045,grace,OAM
19877,grace,0.9845427366588606,grace,OAM
19878,grace,0.9954335991163168,grace,OAM
19879,grace,1.0086969111598578,grace,OAM
19880,grace,0.9114160882329393,grace,OAM
19881,grace,0.9576208063003376,grace,OAM
19882,grace,1.0049069923984413,grace,OAM
19883,grace,0.9744950813196283,grace,OAM
19884,grace,0.9876602128519681,grace,OAM
19885,grace,0.9521785467622184,grace,OAM
19886,grace,0.9993648353338791,grace,OAM
19887,grace,0.9790686438261805,grace,OAM
19888,grace,0.9880323091080355,grace,OAM
19889,grace,0.9821661540616469,grace,OAM
19890,grace,0.991499744820277,grace,OAM
19891,grace,1.3288678129702074,grace,OAM
19892,grace,0.9823689070653739,grace,OAM
19893,grace,1.0009237657718433,grace,OAM
19894,grace,0.9831476330542975,grace,OAM
19895,grace,0.9773113387463204,grace,OAM
19896,grace,1.0256513166331636,grace,OAM
19897,grace,0.976088095666965,grace,OAM
19898,grace,0.9676097195656892,grace,OAM
19899,grace,1.0161948695311136,grace,OAM
19900,grace,0.9623590881579649,grace,OAM
19901,grace,1.0017314403952757,grace,OAM
19902,grace,0.9736787114198345,grace,OAM
19903,grace,1.0081204361134197,grace,OAM
19904,grace,1.0070009604108459,grace,OAM
19905,grace,0.9617346518036595,grace,OAM
19906,grace,0.9515425281161676,grace,OAM
19907,grace,0.9385656095138486,grace,OAM
19908,grace,0.9569974855967175,grace,OAM
19909,grace,0.9962290212267244,grace,OAM
19910,grace,0.9966782202592236,grace,OAM
19911,grace,1.065186157671202,grace,OAM
19912,grace,0.9837419921894621,grace,OAM
19913,grace,0.9675481287375232,grace,OAM
19914,grace,0.9215161773737609,grace,OAM
19915,grace,1.0175361971641996,grace,OAM
19916,eSEN,0.9197219606045474,eSEN,OAM
19917,eSEN,0.931988746916802,eSEN,OAM
19918,eSEN,0.9868468709588534,eSEN,OAM
19919,eSEN,0.9734314527139208,eSEN,OAM
19920,eSEN,0.9858952854534125,eSEN,OAM
19921,eSEN,0.9545215489170275,eSEN,OAM
19922,eSEN,0.9308938850439975,eSEN,OAM
19923,eSEN,0.9548965856058863,eSEN,OAM
19924,eSEN,0.9053924672772351,eSEN,OAM
19925,eSEN,0.9734764874219355,eSEN,OAM
19926,eSEN,0.9737168602580794,eSEN,OAM
19927,eSEN,0.9836552378452833,eSEN,OAM
19928,eSEN,0.9740203776096471,eSEN,OAM
19929,eSEN,0.9699832150687722,eSEN,OAM
19930,eSEN,0.975814701964451,eSEN,OAM
19931,eSEN,0.9725054893445724,eSEN,OAM
19932,eSEN,0.9730096845933124,eSEN,OAM
19933,eSEN,0.9758727381592831,eSEN,OAM
19934,eSEN,0.9745151481807942,eSEN,OAM
19935,eSEN,0.9313822363088315,eSEN,OAM
19936,eSEN,0.9598761562993753,eSEN,OAM
19937,eSEN,0.9883644202200782,eSEN,OAM
19938,eSEN,0.9868919128751814,eSEN,OAM
19939,eSEN,0.9494534930675759,eSEN,OAM
19940,eSEN,0.9822316802485787,eSEN,OAM
19941,eSEN,0.9653321533048166,eSEN,OAM
19942,eSEN,0.983522957793977,eSEN,OAM
19943,eSEN,0.9216000149277984,eSEN,OAM
19944,eSEN,0.8880607154305368,eSEN,OAM
19945,eSEN,0.9693604467766638,eSEN,OAM
19946,eSEN,0.9618345585665261,eSEN,OAM
19947,eSEN,0.950830524687019,eSEN,OAM
19948,eSEN,0.9525203415517458,eSEN,OAM
19949,eSEN,0.9786812372448751,eSEN,OAM
19950,eSEN,0.9324073564518592,eSEN,OAM
19951,eSEN,0.9297953749065851,eSEN,OAM
19952,eSEN,0.9705670213696537,eSEN,OAM
19953,eSEN,0.9805595334124472,eSEN,OAM
19954,eSEN,0.9906770800652873,eSEN,OAM
19955,eSEN,0.9788290509447095,eSEN,OAM
19956,eSEN,0.9757047152434468,eSEN,OAM
19957,eSEN,0.9143215503883494,eSEN,OAM
19958,eSEN,0.9695927932948917,eSEN,OAM
19959,eSEN,0.9525754061337497,eSEN,OAM
19960,eSEN,0.9676796647483558,eSEN,OAM
19961,eSEN,0.979192872058895,eSEN,OAM
19962,eSEN,0.9626994587634132,eSEN,OAM
19963,eSEN,0.9799699544281598,eSEN,OAM
19964,eSEN,0.9765867529265064,eSEN,OAM
19965,eSEN,0.9932735597647678,eSEN,OAM
19966,eSEN,0.9584777058407971,eSEN,OAM
19967,eSEN,0.9723490285294711,eSEN,OAM
19968,eSEN,0.9736209233436397,eSEN,OAM
19969,eSEN,0.9811390743435451,eSEN,OAM
19970,eSEN,0.9807395391107464,eSEN,OAM
19971,eSEN,0.9837781064657909,eSEN,OAM
19972,eSEN,0.9736076538869146,eSEN,OAM
19973,eSEN,0.9782372826096158,eSEN,OAM
19974,eSEN,0.962230171352564,eSEN,OAM
19975,eSEN,0.9840642471847151,eSEN,OAM
19976,eSEN,0.9850462939326413,eSEN,OAM
19977,eSEN,0.944873316114645,eSEN,OAM
19978,eSEN,1.0163578016383017,eSEN,OAM
19979,eSEN,0.9337187824563645,eSEN,OAM
19980,eSEN,0.9690204928971092,eSEN,OAM
19981,eSEN,0.9698736589309389,eSEN,OAM
19982,eSEN,0.9913682774552323,eSEN,OAM
19983,eSEN,0.9429015017501657,eSEN,OAM
19984,eSEN,0.9876252324622792,eSEN,OAM
19985,eSEN,0.970642583586787,eSEN,OAM
19986,eSEN,0.9874867415486022,eSEN,OAM
19987,eSEN,0.9846019460844518,eSEN,OAM
19988,eSEN,0.9739912038539077,eSEN,OAM
19989,eSEN,0.9758463222255069,eSEN,OAM
19990,eSEN,0.9472043968171115,eSEN,OAM
19991,eSEN,0.9814893798808317,eSEN,OAM
19992,eSEN,0.9633569995341917,eSEN,OAM
19993,eSEN,0.9712076482685127,eSEN,OAM
19994,eSEN,0.9624627198609241,eSEN,OAM
19995,eSEN,0.9660196665882183,eSEN,OAM
19996,eSEN,0.9616558658013532,eSEN,OAM
19997,eSEN,0.9797958608293114,eSEN,OAM
19998,eSEN,0.973337310272027,eSEN,OAM
19999,eSEN,0.9480978272617273,eSEN,OAM
20000,eSEN,0.94883482383904,eSEN,OAM
20001,eSEN,0.9572929730046182,eSEN,OAM
20002,eSEN,0.9672719726024382,eSEN,OAM
20003,eSEN,0.8471629830237661,eSEN,OAM
20004,eSEN,0.97499818448037,eSEN,OAM
20005,eSEN,0.9863108646726177,eSEN,OAM
20006,eSEN,0.9787866123467021,eSEN,OAM
20007,eSEN,0.9903468649047729,eSEN,OAM
20008,eSEN,0.9593171567967067,eSEN,OAM
20009,eSEN,0.9760362690055232,eSEN,OAM
20010,eSEN,0.9870024452894699,eSEN,OAM
20011,eSEN,0.9732277187392087,eSEN,OAM
20012,eSEN,0.981488450800227,eSEN,OAM
20013,eSEN,0.8884274862469742,eSEN,OAM
20014,eSEN,0.9847246343434723,eSEN,OAM
20015,eSEN,0.9588638599402038,eSEN,OAM
20016,eSEN,0.9507725852690722,eSEN,OAM
20017,eSEN,0.9529202814811673,eSEN,OAM
20018,eSEN,0.9556324975210961,eSEN,OAM
20019,eSEN,0.9577755841367314,eSEN,OAM
20020,eSEN,0.9594253257364949,eSEN,OAM
20021,eSEN,0.9536408928977514,eSEN,OAM
20022,eSEN,0.9584166076156112,eSEN,OAM
20023,eSEN,0.9513018878419995,eSEN,OAM
20024,eSEN,0.993384756486854,eSEN,OAM
20025,eSEN,0.9841932757791978,eSEN,OAM
20026,eSEN,0.9262421725495295,eSEN,OAM
20027,eSEN,0.9802774456343613,eSEN,OAM
20028,eSEN,0.9867188545940291,eSEN,OAM
20029,eSEN,0.972384821234537,eSEN,OAM
20030,eSEN,0.9673190188065293,eSEN,OAM
20031,eSEN,0.9681186551077374,eSEN,OAM
20032,eSEN,0.9678462343677492,eSEN,OAM
20033,eSEN,0.9799679492249914,eSEN,OAM
20034,eSEN,0.983961044443243,eSEN,OAM
20035,eSEN,0.9700070562232422,eSEN,OAM
20036,eSEN,0.9664267383176547,eSEN,OAM
20037,eSEN,0.9633471740051421,eSEN,OAM
20038,eSEN,0.9716355583059226,eSEN,OAM
20039,eSEN,0.9675881126750603,eSEN,OAM
20040,eSEN,0.9647257298931026,eSEN,OAM
20041,eSEN,0.9805841018541026,eSEN,OAM
20042,eSEN,0.9866524525743596,eSEN,OAM
20043,eSEN,0.958089211138933,eSEN,OAM
20044,eSEN,0.9942112104879077,eSEN,OAM
20045,eSEN,0.962977861064564,eSEN,OAM
20046,eSEN,0.9742107722886607,eSEN,OAM
20047,eSEN,0.9627046612736927,eSEN,OAM
20048,eSEN,0.9511329988251099,eSEN,OAM
20049,eSEN,0.9366527727069561,eSEN,OAM
20050,eSEN,0.9806412298656944,eSEN,OAM
20051,eSEN,0.9813073128058474,eSEN,OAM
20052,eSEN,0.9731080545710681,eSEN,OAM
20053,eSEN,0.9763674369691183,eSEN,OAM
20054,eSEN,0.9773335479115662,eSEN,OAM
20055,eSEN,0.9625744065247812,eSEN,OAM
20056,eSEN,0.9847739148325779,eSEN,OAM
20057,eSEN,0.9803493988584342,eSEN,OAM
20058,eSEN,0.9517800877933644,eSEN,OAM
20059,eSEN,0.9279050090196278,eSEN,OAM
20060,eSEN,0.9697085144502345,eSEN,OAM
20061,eSEN,0.9694171492468082,eSEN,OAM
20062,eSEN,0.9130000087492727,eSEN,OAM
20063,eSEN,0.9716298446577541,eSEN,OAM
20064,eSEN,0.9711517816269731,eSEN,OAM
20065,eSEN,0.9624163162393743,eSEN,OAM
20066,eSEN,2.2410368244172982,eSEN,OAM
20067,eSEN,0.9952619102417868,eSEN,OAM
20068,eSEN,0.8874437153868789,eSEN,OAM
20069,eSEN,0.884703300737086,eSEN,OAM
20070,eSEN,0.9618159794758961,eSEN,OAM
20071,eSEN,0.9597586835653664,eSEN,OAM
20072,eSEN,0.9658429778696094,eSEN,OAM
20073,eSEN,0.9678772754436085,eSEN,OAM
20074,eSEN,0.9560072930877478,eSEN,OAM
