"# Cronau 2021 ACS Energy Lett. 6, 3072 — SI (nz1c01299_si_001.pdf) figure readout. ALL VALUES DIGITIZED (not stated in text). tools/litdb/cronau2021_si_digitize.py"
figure,panel,material,class,series,x_name,x_value,x_unit,y_name,y_value,y_unit,fit_cost,own_px,flag,provenance
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,38.80,MPa,sigma_ion,6.16962e-04,S/cm,41,42,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,48.53,MPa,sigma_ion,6.35357e-04,S/cm,50,56,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,58.88,MPa,sigma_ion,6.49749e-04,S/cm,61,60,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,68.04,MPa,sigma_ion,6.58882e-04,S/cm,63,59,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,78.15,MPa,sigma_ion,6.66958e-04,S/cm,62,61,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,86.51,MPa,sigma_ion,6.71964e-04,S/cm,59,60,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,95.82,MPa,sigma_ion,6.75138e-04,S/cm,30,52,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,145.86,MPa,sigma_ion,6.98677e-04,S/cm,0,49,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 194.69 MPa,stack_pressure,194.71,MPa,sigma_ion,7.06960e-04,S/cm,0,53,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,11.15,MPa,sigma_ion,1.66919e-04,S/cm,2,14,occluded,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,19.34,MPa,sigma_ion,3.20178e-04,S/cm,0,56,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,28.80,MPa,sigma_ion,5.05792e-04,S/cm,0,54,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,38.77,MPa,sigma_ion,6.34374e-04,S/cm,0,56,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,48.68,MPa,sigma_ion,6.87354e-04,S/cm,31,54,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,59.05,MPa,sigma_ion,7.08064e-04,S/cm,58,57,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,68.41,MPa,sigma_ion,7.17642e-04,S/cm,64,60,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,78.01,MPa,sigma_ion,7.24617e-04,S/cm,65,63,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,87.55,MPa,sigma_ion,7.29278e-04,S/cm,67,62,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,96.22,MPa,sigma_ion,7.32500e-04,S/cm,35,67,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,145.82,MPa,sigma_ion,7.53547e-04,S/cm,0,56,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,194.56,MPa,sigma_ion,7.61350e-04,S/cm,0,60,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,243.14,MPa,sigma_ion,7.60366e-04,S/cm,0,62,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 292.03 MPa,stack_pressure,292.00,MPa,sigma_ion,7.57554e-04,S/cm,0,61,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,2.83,MPa,sigma_ion,4.79294e-05,S/cm,0,43,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,9.64,MPa,sigma_ion,2.40816e-04,S/cm,0,8,occluded,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,10.33,MPa,sigma_ion,2.06098e-04,S/cm,4,8,occluded,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,19.48,MPa,sigma_ion,4.84219e-04,S/cm,0,11,occluded,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,29.19,MPa,sigma_ion,7.01623e-04,S/cm,0,42,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,38.79,MPa,sigma_ion,8.04549e-04,S/cm,0,50,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,58.60,MPa,sigma_ion,8.69157e-04,S/cm,30,56,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,69.31,MPa,sigma_ion,8.79526e-04,S/cm,61,57,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,77.99,MPa,sigma_ion,8.84456e-04,S/cm,62,61,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,87.54,MPa,sigma_ion,8.86285e-04,S/cm,60,65,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,96.12,MPa,sigma_ion,8.86987e-04,S/cm,32,58,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,145.90,MPa,sigma_ion,9.02540e-04,S/cm,0,46,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,194.69,MPa,sigma_ion,9.07500e-04,S/cm,0,51,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,243.29,MPa,sigma_ion,9.04219e-04,S/cm,0,52,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,291.98,MPa,sigma_ion,8.96367e-04,S/cm,0,49,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 389.30 MPa,stack_pressure,389.11,MPa,sigma_ion,8.85710e-04,S/cm,0,51,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,0.86,MPa,sigma_ion,2.34594e-05,S/cm,0,63,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,1.19,MPa,sigma_ion,7.53077e-05,S/cm,36,61,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,2.29,MPa,sigma_ion,1.02207e-04,S/cm,66,64,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,3.33,MPa,sigma_ion,1.29757e-04,S/cm,72,68,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,4.47,MPa,sigma_ion,1.48131e-04,S/cm,59,71,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,6.53,MPa,sigma_ion,1.90368e-04,S/cm,30,53,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,7.33,MPa,sigma_ion,2.24230e-04,S/cm,25,51,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,8.63,MPa,sigma_ion,2.61406e-04,S/cm,42,61,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,9.59,MPa,sigma_ion,2.86470e-04,S/cm,31,70,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,19.27,MPa,sigma_ion,4.96100e-04,S/cm,0,53,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,29.02,MPa,sigma_ion,6.46529e-04,S/cm,0,65,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,38.70,MPa,sigma_ion,7.61834e-04,S/cm,0,63,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,48.66,MPa,sigma_ion,8.48130e-04,S/cm,0,56,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,58.42,MPa,sigma_ion,9.08179e-04,S/cm,0,55,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,67.98,MPa,sigma_ion,9.51572e-04,S/cm,13,51,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,77.77,MPa,sigma_ion,9.80364e-04,S/cm,41,54,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,87.63,MPa,sigma_ion,9.99113e-04,S/cm,55,56,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,96.20,MPa,sigma_ion,1.00929e-03,S/cm,36,52,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,145.85,MPa,sigma_ion,1.04079e-03,S/cm,0,51,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,194.49,MPa,sigma_ion,1.04547e-03,S/cm,0,54,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,243.25,MPa,sigma_ion,1.04117e-03,S/cm,0,56,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,292.06,MPa,sigma_ion,1.03243e-03,S/cm,0,56,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,388.88,MPa,sigma_ion,1.01424e-03,S/cm,0,44,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 486.73 MPa,stack_pressure,486.45,MPa,sigma_ion,9.88538e-04,S/cm,0,43,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 97.34 MPa,stack_pressure,29.19,MPa,sigma_ion,4.01031e-04,S/cm,15,50,ok,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 97.34 MPa,stack_pressure,38.88,MPa,sigma_ion,4.30063e-04,S/cm,42,53,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 97.34 MPa,stack_pressure,48.82,MPa,sigma_ion,4.46368e-04,S/cm,62,61,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 97.34 MPa,stack_pressure,58.88,MPa,sigma_ion,4.57469e-04,S/cm,65,63,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 97.34 MPa,stack_pressure,68.46,MPa,sigma_ion,4.62955e-04,S/cm,67,60,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 97.34 MPa,stack_pressure,77.97,MPa,sigma_ion,4.67229e-04,S/cm,63,66,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 97.34 MPa,stack_pressure,87.32,MPa,sigma_ion,4.69823e-04,S/cm,65,66,neighbor_overlap,digitized
S1,S1e,GC-Li6PS5Cl,GC,fab 97.34 MPa,stack_pressure,96.19,MPa,sigma_ion,4.73365e-04,S/cm,35,62,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,19.42,MPa,sigma_ion,1.03075e-03,S/cm,0,63,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,29.09,MPa,sigma_ion,1.20976e-03,S/cm,0,33,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,38.74,MPa,sigma_ion,1.30509e-03,S/cm,12,57,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,48.64,MPa,sigma_ion,1.36792e-03,S/cm,38,57,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,58.57,MPa,sigma_ion,1.41135e-03,S/cm,58,53,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,68.17,MPa,sigma_ion,1.44079e-03,S/cm,60,56,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,78.58,MPa,sigma_ion,1.46087e-03,S/cm,62,57,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,87.96,MPa,sigma_ion,1.47686e-03,S/cm,62,63,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,95.64,MPa,sigma_ion,1.48792e-03,S/cm,37,61,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,145.81,MPa,sigma_ion,1.53846e-03,S/cm,0,47,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 194.69 MPa,stack_pressure,194.57,MPa,sigma_ion,1.54636e-03,S/cm,0,55,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,2.24,MPa,sigma_ion,2.57305e-04,S/cm,6,8,occluded,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,3.65,MPa,sigma_ion,3.39275e-04,S/cm,6,9,occluded,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,4.66,MPa,sigma_ion,4.13661e-04,S/cm,8,19,occluded,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,6.70,MPa,sigma_ion,5.49176e-04,S/cm,56,59,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,6.97,MPa,sigma_ion,5.07247e-04,S/cm,29,48,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,7.96,MPa,sigma_ion,6.05524e-04,S/cm,67,64,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,8.98,MPa,sigma_ion,6.48562e-04,S/cm,69,65,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,19.48,MPa,sigma_ion,1.12448e-03,S/cm,0,54,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,29.46,MPa,sigma_ion,1.38624e-03,S/cm,0,53,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,38.66,MPa,sigma_ion,1.54298e-03,S/cm,0,36,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,48.29,MPa,sigma_ion,1.64473e-03,S/cm,26,8,occluded,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,58.34,MPa,sigma_ion,1.69119e-03,S/cm,36,55,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,68.00,MPa,sigma_ion,1.72765e-03,S/cm,63,61,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,78.21,MPa,sigma_ion,1.75123e-03,S/cm,67,63,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,87.97,MPa,sigma_ion,1.76836e-03,S/cm,65,67,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,96.51,MPa,sigma_ion,1.77871e-03,S/cm,34,63,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,145.85,MPa,sigma_ion,1.83439e-03,S/cm,0,59,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,194.57,MPa,sigma_ion,1.84186e-03,S/cm,0,58,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,243.25,MPa,sigma_ion,1.82118e-03,S/cm,0,65,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 292.03 MPa,stack_pressure,291.99,MPa,sigma_ion,1.79276e-03,S/cm,0,65,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,0.87,MPa,sigma_ion,7.68195e-05,S/cm,0,11,occluded,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,8.59,MPa,sigma_ion,4.57070e-04,S/cm,0,15,occluded,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,19.18,MPa,sigma_ion,8.98184e-04,S/cm,0,43,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,29.37,MPa,sigma_ion,1.24310e-03,S/cm,0,42,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,38.65,MPa,sigma_ion,1.50276e-03,S/cm,0,43,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,48.73,MPa,sigma_ion,1.67710e-03,S/cm,0,45,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,67.99,MPa,sigma_ion,1.86865e-03,S/cm,15,49,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,78.06,MPa,sigma_ion,1.91918e-03,S/cm,50,42,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,87.98,MPa,sigma_ion,1.95175e-03,S/cm,52,58,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,95.50,MPa,sigma_ion,1.96741e-03,S/cm,37,54,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,145.97,MPa,sigma_ion,2.06135e-03,S/cm,0,43,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,194.58,MPa,sigma_ion,2.08321e-03,S/cm,0,47,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,243.06,MPa,sigma_ion,2.07368e-03,S/cm,0,46,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,292.05,MPa,sigma_ion,2.04024e-03,S/cm,0,46,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 389.30 MPa,stack_pressure,389.13,MPa,sigma_ion,1.97474e-03,S/cm,0,53,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,1.65,MPa,sigma_ion,1.22482e-04,S/cm,50,75,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,3.81,MPa,sigma_ion,1.88455e-04,S/cm,85,69,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,5.12,MPa,sigma_ion,2.43256e-04,S/cm,89,69,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,5.91,MPa,sigma_ion,2.72597e-04,S/cm,85,72,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,6.82,MPa,sigma_ion,3.06446e-04,S/cm,85,74,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,8.17,MPa,sigma_ion,3.45583e-04,S/cm,89,67,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,9.06,MPa,sigma_ion,3.78779e-04,S/cm,79,67,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,19.43,MPa,sigma_ion,7.84041e-04,S/cm,0,62,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,29.06,MPa,sigma_ion,1.10265e-03,S/cm,0,64,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,38.81,MPa,sigma_ion,1.37889e-03,S/cm,0,58,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,48.60,MPa,sigma_ion,1.60532e-03,S/cm,0,58,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,58.44,MPa,sigma_ion,1.79662e-03,S/cm,0,51,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,68.13,MPa,sigma_ion,1.93572e-03,S/cm,0,58,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,77.74,MPa,sigma_ion,2.03362e-03,S/cm,15,56,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,87.46,MPa,sigma_ion,2.10047e-03,S/cm,35,62,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,97.35,MPa,sigma_ion,2.14063e-03,S/cm,31,46,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,145.88,MPa,sigma_ion,2.23530e-03,S/cm,0,46,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,194.59,MPa,sigma_ion,2.24822e-03,S/cm,0,48,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,243.13,MPa,sigma_ion,2.23186e-03,S/cm,0,45,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,292.06,MPa,sigma_ion,2.20240e-03,S/cm,0,52,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,389.01,MPa,sigma_ion,2.13287e-03,S/cm,0,47,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 486.73 MPa,stack_pressure,486.68,MPa,sigma_ion,2.03196e-03,S/cm,0,39,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 97.34 MPa,stack_pressure,19.23,MPa,sigma_ion,8.37429e-04,S/cm,0,39,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 97.34 MPa,stack_pressure,29.19,MPa,sigma_ion,9.51091e-04,S/cm,3,46,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 97.34 MPa,stack_pressure,39.06,MPa,sigma_ion,1.02365e-03,S/cm,22,47,ok,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 97.34 MPa,stack_pressure,48.64,MPa,sigma_ion,1.07130e-03,S/cm,44,42,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 97.34 MPa,stack_pressure,58.61,MPa,sigma_ion,1.10938e-03,S/cm,52,50,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 97.34 MPa,stack_pressure,68.78,MPa,sigma_ion,1.13505e-03,S/cm,53,56,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 97.34 MPa,stack_pressure,78.07,MPa,sigma_ion,1.15305e-03,S/cm,61,49,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 97.34 MPa,stack_pressure,87.52,MPa,sigma_ion,1.16859e-03,S/cm,58,57,neighbor_overlap,digitized
S1,S1f,GC-Li5.5PS4.5Cl1.5,GC,fab 97.34 MPa,stack_pressure,96.18,MPa,sigma_ion,1.18530e-03,S/cm,38,55,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,0.89,MPa,sigma_ion,8.94037e-05,S/cm,0,15,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,4.71,MPa,sigma_ion,6.54013e-04,S/cm,0,11,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,5.81,MPa,sigma_ion,7.42737e-04,S/cm,1,15,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,6.89,MPa,sigma_ion,8.17419e-04,S/cm,2,23,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,7.83,MPa,sigma_ion,8.83550e-04,S/cm,12,11,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,19.42,MPa,sigma_ion,1.29510e-03,S/cm,0,69,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,29.06,MPa,sigma_ion,1.46017e-03,S/cm,0,68,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,38.57,MPa,sigma_ion,1.57882e-03,S/cm,15,9,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,48.61,MPa,sigma_ion,1.64893e-03,S/cm,17,61,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,58.35,MPa,sigma_ion,1.70902e-03,S/cm,47,67,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,68.07,MPa,sigma_ion,1.75430e-03,S/cm,66,67,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,77.87,MPa,sigma_ion,1.78994e-03,S/cm,71,69,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,87.92,MPa,sigma_ion,1.81704e-03,S/cm,75,68,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,97.09,MPa,sigma_ion,1.83870e-03,S/cm,39,67,ok,digitized
